init;0.078

frame;preprocessing;pyramid gen.;detection
0;0.10752;3.15392;3.10374
1;0.104448;3.16314;3.17338
2;0.017408;3.17338;3.0935
3;0.019104;3.19488;3.01773
4;0.018368;3.16723;3.01466
5;0.01904;3.20102;2.98803
6;0.018432;3.14982;2.97984
7;0.0184;3.17747;3.07098
8;0.018432;3.15904;3.13754
9;0.018432;3.16416;3.14163
10;0.018144;3.16928;3.01773
11;0.018368;3.17542;3.10989
12;0.104448;3.18566;2.93888
13;0.018432;3.16928;3.19181
14;0.01808;3.18669;3.14573
15;0.018432;3.1488;3.05357
16;0.018432;3.14982;2.9952
17;0.01792;3.15802;2.99622
18;0.01824;3.15699;2.93786
19;0.018432;3.17952;3.01363
20;0.018432;3.17542;3.13651
21;0.018432;3.19078;3.21434
22;0.01808;3.15904;3.07405
23;0.018176;3.18976;2.87642
24;0.017856;3.14778;3.04845
25;0.018976;3.14266;3.08634
26;0.018304;3.1529;2.99827
27;0.017952;3.16826;3.2983
28;0.016384;3.16822;2.61939
29;0.016864;3.15187;2.79859
30;0.016992;3.2;2.6368
31;0.016768;3.13139;2.80269
32;0.017408;3.12115;2.78733
33;0.016832;3.14675;2.71565
34;0.016384;3.16314;2.90099
35;0.017216;3.17235;2.71974
36;0.016384;3.15187;2.77504
37;0.017088;3.1785;2.89178
38;0.017248;3.13856;2.76378
39;0.016768;3.13139;2.80474
40;0.0168;3.13754;2.71667
41;0.017408;3.16826;2.79859
42;0.017408;3.17645;2.8928
43;0.016864;3.13754;3.01261
44;0.017408;3.17235;2.82624
45;0.016384;3.13856;2.83853
46;0.017248;3.14368;2.87232
47;0.016384;3.1529;2.86822
48;0.017408;3.16928;2.82112
49;0.016768;3.18259;2.87027
50;0.017408;3.13651;2.73408
