init;0.655

frame;preprocessing;pyramid gen.;detection
0;0.023456;3.03514;3.80416
1;0.02048;3.00339;3.57581
2;0.02048;3.07302;3.74989
3;0.020256;2.98701;3.85229
4;0.019936;3.03309;3.84922
5;0.02048;2.97882;3.65158
6;0.020416;3.0249;3.584
7;0.020096;2.97882;3.77344
8;0.020928;2.95936;3.83181
9;0.02048;2.99213;3.5881
10;0.020448;2.97984;2.77709
11;0.020064;2.99622;3.58195
12;0.02048;3.01978;3.69152
13;0.020352;3.01978;3.79187
14;0.020928;3.01056;3.83283
15;0.020384;3.02694;3.44371
16;0.020928;2.99315;3.59526
17;0.02048;3.05152;3.63622
18;0.02048;2.98496;3.34746
19;0.020384;3.05869;3.61574
20;0.019072;2.95834;3.3833
21;0.1024;2.96141;3.62598
22;0.019168;2.96653;2.89894
23;0.017984;2.99418;3.26042
24;0.019008;3.00442;3.34643
25;0.019232;2.9993;3.49594
26;0.018432;3.01568;3.03206
27;0.019008;2.9696;3.44474
28;0.018432;3.01158;3.48058
29;0.018432;2.95936;3.26554
30;0.018432;2.96448;3.27066
31;0.018432;2.97779;2.76378
32;0.01792;3.00237;3.57274
33;0.018432;3.00646;2.83136
34;0.018144;2.99008;3.46829
35;0.018432;3.04128;3.33824
36;0.018432;2.96243;3.47443
37;0.018816;3.00544;3.57376
38;0.018304;2.9696;2.89894
39;0.018432;2.97677;2.75456
40;0.018912;2.98086;3.88506
41;0.018432;2.99827;2.98803
42;0.018912;3.01568;3.59014
43;0.017984;2.98803;3.7591
44;0.018816;3.05354;3.80621
45;0.018432;2.97574;3.62189
46;0.019104;3.01158;3.59834
47;0.018208;2.96653;2.76582
48;0.018432;2.95731;3.48262
49;0.018432;2.98086;3.05664
50;0.018432;2.97882;2.88358
