init;0.046

frame;preprocessing;pyramid gen.;detection
0;0.158368;8.57357;39.1883
1;0.156192;8.65088;39.1676
2;0.158272;8.55226;40.6066
3;0.15584;8.56355;39.705
4;0.157344;8.56419;40.5131
5;0.157376;8.57507;40.1296
6;0.158016;8.5561;40.1542
7;0.157632;8.56662;39.215
8;0.157856;8.56666;39.4889
9;0.157888;8.55427;39.3764
10;0.15664;8.64918;39.2173
11;0.156128;8.56173;39.5482
12;0.15584;8.56227;39.8524
13;0.156352;8.56099;40.3577
14;0.157408;8.56208;39.6603
15;0.157952;8.55725;40.9482
16;0.157952;8.56931;40.2515
17;0.157408;8.56544;39.7583
18;0.158464;8.56432;39.8454
19;0.157824;8.5736;40.4448
20;0.156672;8.56182;40.049
21;0.156288;8.5609;39.9651
22;0.15584;8.56141;36.939
23;0.158144;8.57322;36.2701
24;0.157216;8.56435;37.9009
25;0.158464;8.564;36.449
26;0.157696;8.56941;37.5283
27;0.1584;8.57101;37.2617
28;0.157408;8.56166;37.6126
29;0.158496;8.57075;37.6688
30;0.1576;8.56669;37.0149
31;0.15648;8.56064;37.5182
32;0.156384;8.57222;36.1307
33;0.157536;8.57578;36.375
34;0.15744;8.55178;37.5203
35;0.15856;8.57331;37.172
36;0.1576;8.55971;37.5413
37;0.1576;8.56618;37.9395
38;0.157792;8.56672;37.1158
39;0.157856;8.55642;36.3139
40;0.15808;8.56266;37.1606
41;0.157632;8.5689;37.8036
42;0.156896;8.56166;36.4981
43;0.156256;8.57002;36.64
44;0.158336;8.56282;38.0986
45;0.157792;8.56256;38.2848
46;0.157792;8.5583;37.9016
47;0.157888;8.56608;38.382
48;0.157344;8.57168;37.78
49;0.157792;8.56765;37.9854
50;0.158688;8.56829;37.9355
