init;0.078

frame;preprocessing;pyramid gen.;detection
0;0.10592;12.297;22.9063
1;0.103456;12.2898;23.5362
2;0.103328;12.2844;23.5904
3;0.103936;12.2945;23.953
4;0.103168;12.2849;23.8295
5;0.10352;12.2741;23.7846
6;0.103424;12.2866;24.1353
7;0.103392;12.2963;24.0903
8;0.10352;12.2993;24.0747
9;0.103648;12.2882;23.7828
10;0.103648;12.2858;23.8519
11;0.103584;12.2731;23.7524
12;0.10368;12.2969;24.2078
13;0.103264;12.279;24.0801
14;0.103456;12.2574;24.429
15;0.103616;12.2835;23.6028
16;0.103552;12.3211;24.3853
17;0.10368;12.2876;24.141
18;0.103488;12.323;24.0371
19;0.103584;12.2838;23.9111
20;0.10336;12.2528;24.1383
21;0.103296;12.2763;24.4055
22;0.103424;12.3027;21.7007
23;0.10352;12.2521;21.5776
24;0.103392;12.3068;21.72
25;0.103264;12.303;21.5429
26;0.103424;12.2757;21.4969
27;0.103648;12.3168;21.3408
28;0.103296;12.2805;21.621
29;0.10352;12.285;21.6743
30;0.10368;12.2766;21.4341
31;0.103328;12.2935;21.4914
32;0.103552;12.2968;21.6992
33;0.10384;12.2551;21.5508
34;0.103712;12.2207;21.5576
35;0.103264;12.31;21.6617
36;0.10368;12.2967;21.5979
37;0.103328;12.2907;21.5438
38;0.103712;12.2422;21.5818
39;0.103552;12.1834;21.6517
40;0.103584;12.314;21.675
41;0.103584;12.2735;22.3314
42;0.103616;12.2773;22.1012
43;0.103616;12.2831;21.9177
44;0.103456;12.33;23.1782
45;0.1032;12.3017;21.982
46;0.103136;12.2883;22.0315
47;0.104512;12.3031;22.0233
48;0.103552;12.2892;22.0379
49;0.103744;12.2989;22.0621
50;0.103232;12.2741;22.0335
