init;0.078

frame;preprocessing;pyramid gen.;detection
0;0.104384;12.3627;24.214
1;0.101152;12.3166;24.453
2;0.101216;12.3483;24.4779
3;0.100896;12.3206;24.7176
4;0.101216;12.3643;24.4447
5;0.100928;12.265;24.3798
6;0.10128;12.379;23.9531
7;0.101088;12.3213;24.7123
8;0.10112;12.3602;24.5982
9;0.10128;12.3301;24.4255
10;0.1016;12.3396;24.506
11;0.100736;12.2759;24.5699
12;0.101216;12.3634;24.8655
13;0.100576;12.3256;24.9358
14;0.101088;12.3641;24.7329
15;0.100928;12.3084;24.8322
16;0.101056;12.3727;24.8613
17;0.100768;12.3162;24.8743
18;0.101248;12.3646;24.6957
19;0.101408;12.3122;24.9916
20;0.10096;12.3641;24.9828
21;0.101056;12.3125;24.9499
22;0.100928;12.3635;23.8854
23;0.100928;12.3198;22.305
24;0.101184;12.3207;22.4777
25;0.101216;12.352;22.427
26;0.101024;12.3661;22.2374
27;0.101024;12.3645;22.1524
28;0.100736;12.316;22.2495
29;0.10096;12.3752;22.305
30;0.10064;12.2956;22.2499
31;0.101152;12.3304;22.2977
32;0.101056;12.331;22.4721
33;0.101056;12.3575;22.3636
34;0.100992;12.3018;22.5694
35;0.101184;12.3793;22.5396
36;0.100864;12.3604;22.5323
37;0.1008;12.3767;22.6225
38;0.101056;12.3274;22.4974
39;0.100896;12.3446;22.5637
40;0.101024;12.3493;22.6788
41;0.100896;12.3536;22.853
42;0.101312;12.3586;22.8402
43;0.101024;12.3037;22.7329
44;0.101152;12.3396;23.8258
45;0.101024;12.3489;22.7809
46;0.10128;12.3764;22.8332
47;0.100768;12.3361;22.8615
48;0.101056;12.3754;22.9378
49;0.100768;12.3278;23.0665
50;0.101184;12.3444;22.8594
