init;0.093

frame;preprocessing;pyramid gen.;detection
0;0.050144;5.54483;11.4713
1;0.048128;5.53584;12.5371
2;0.048128;5.51008;12.5773
3;0.047904;5.51165;12.425
4;0.04816;5.4967;12.3684
5;0.048352;5.53178;12.673
6;0.048352;5.54605;12.4849
7;0.047968;5.50579;12.3087
8;0.048032;5.51648;12.3312
9;0.048192;5.50909;12.5286
10;0.048;5.53494;12.2242
11;0.048416;5.49594;12.4312
12;0.048384;5.50842;12.7288
13;0.048288;5.51286;12.6964
14;0.048224;5.54451;12.6827
15;0.04816;5.51642;12.5309
16;0.047872;5.49261;12.5858
17;0.048384;5.50854;12.7151
18;0.04816;5.50989;12.487
19;0.04832;5.50256;12.5452
20;0.048064;5.5096;12.6766
21;0.048032;5.51014;12.7254
22;0.048096;5.50518;11.2179
23;0.048256;5.49098;10.5435
24;0.048224;5.51453;11.7925
25;0.048192;5.53302;10.3945
26;0.047872;5.49325;10.3582
27;0.04864;5.52717;11.0533
28;0.048352;5.51338;10.2655
29;0.048192;5.50906;11.713
30;0.048096;5.51046;10.2675
31;0.048192;5.5048;11.7319
32;0.048256;5.48944;10.277
33;0.048288;5.5368;11.4357
34;0.048608;5.51226;11.7442
35;0.047968;5.50787;10.3245
36;0.048256;5.51702;11.4299
37;0.048256;5.52314;10.4985
38;0.047904;5.51456;11.8377
39;0.04832;5.49203;11.3
40;0.04832;5.5319;11.7422
41;0.048192;5.54259;11.1759
42;0.048256;5.52;11.2756
43;0.048128;5.51002;10.7775
44;0.048192;5.51789;11.2585
45;0.04848;5.48845;11.6625
46;0.048416;5.51149;10.5138
47;0.048192;5.51866;11.7877
48;0.048192;5.51837;10.7459
49;0.048128;5.51424;10.6336
50;0.048288;5.51606;10.7665
