init;0.28

frame;preprocessing;pyramid gen.;detection
0;0.037312;2.65837;10.0825
1;0.035104;2.64397;11.1679
2;0.035104;2.6512;12.0965
3;0.035488;2.64515;11.3677
4;0.034976;2.63683;11.5241
5;0.035072;2.68573;12.1628
6;0.035104;2.67011;11.5517
7;0.035136;2.66592;11.5841
8;0.03504;2.62253;11.552
9;0.035104;2.6431;11.7351
10;0.03504;2.65411;11.6112
11;0.035072;2.64771;11.6191
12;0.035104;2.64454;11.9292
13;0.03504;2.64211;12.5871
14;0.034976;2.82739;10.4627
15;0.032192;2.65418;10.4599
16;0.032096;2.66822;11.2761
17;0.032288;2.67565;11.1669
18;0.032096;2.69354;10.4267
19;0.032192;2.65184;11.2592
20;0.032128;2.66125;10.5635
21;0.03216;2.66662;11.954
22;0.032256;2.66909;10.1636
23;0.032192;2.66304;11.8741
24;0.032256;2.66147;10.2982
25;0.032128;2.66893;10.2532
26;0.031648;2.70083;10.0685
27;0.031648;2.65693;10.1689
28;0.031584;2.67389;10.143
29;0.031616;2.67776;10.2437
30;0.031904;2.65843;10.0227
31;0.031712;2.66333;10.1195
32;0.031648;2.68643;10.1039
33;0.031808;2.6848;10.1262
34;0.03168;2.67514;10.175
35;0.031808;2.67619;10.2677
36;0.031648;2.66746;10.1045
37;0.032512;2.67251;10.121
38;0.031712;2.67299;10.1798
39;0.031904;2.68813;10.1415
40;0.03168;2.66157;10.1782
41;0.031616;2.66976;10.4124
42;0.031904;2.6688;11.844
43;0.031712;2.6648;11.8743
44;0.03168;2.66243;11.1146
45;0.031584;2.66403;10.1594
46;0.031616;2.66941;10.3565
47;0.031648;2.70397;10.2743
48;0.031808;2.66371;10.3125
49;0.03168;2.67101;10.2577
50;0.031872;2.67184;10.259
