init;0.078

frame;preprocessing;pyramid gen.;detection
0;0.170496;15.5174;57.6179
1;0.167936;15.4994;64.8935
2;0.167776;15.4908;66.6594
3;0.16768;15.4797;67.3853
4;0.167584;15.5244;67.5764
5;0.167776;15.4638;67.2654
6;0.167872;15.5023;67.481
7;0.167936;15.5151;67.7645
8;0.167712;15.5043;67.8794
9;0.168064;15.4834;67.4308
10;0.167712;15.5037;67.8117
11;0.167776;15.4743;67.9556
12;0.168864;15.462;67.8348
13;0.167776;15.5017;67.9733
14;0.167552;15.5039;68.1398
15;0.167872;15.5;68.7132
16;0.167744;15.4902;68.1329
17;0.16784;15.4851;68.4156
18;0.167776;15.5028;68.8174
19;0.167712;15.4568;68.556
20;0.16752;15.4589;68.678
21;0.167488;15.4683;68.8786
22;0.167424;15.438;64.9975
23;0.16736;15.4405;64.1206
24;0.167456;15.457;64.259
25;0.167264;15.4806;64.3972
26;0.167296;15.4893;63.9782
27;0.167456;15.4703;63.9737
28;0.168192;15.4577;64.0192
29;0.167648;15.493;63.8356
30;0.168096;15.4945;63.9732
31;0.167584;15.4844;63.9967
32;0.167648;15.4853;64.1852
33;0.167872;15.4885;64.4033
34;0.167776;15.4651;64.2845
35;0.167552;15.4787;64.1186
36;0.167776;15.5082;64.2147
37;0.167936;15.4623;64.3411
38;0.167648;15.5034;64.0711
39;0.167936;15.5109;64.3567
40;0.16784;15.4967;64.3694
41;0.167936;15.4715;64.7892
42;0.167872;15.4852;64.7808
43;0.16768;15.5281;64.7535
44;0.16784;15.4979;64.866
45;0.167456;15.4919;65.3213
46;0.16784;15.4774;65.24
47;0.167488;15.5157;65.2763
48;0.16784;15.4886;65.3623
49;0.167872;15.4783;65.2931
50;0.167584;15.5293;65.3284
