init;0.14

frame;preprocessing;pyramid gen.;detection
0;0.120832;22.4051;24.8269
1;0.118784;22.4399;25.9338
2;0.118176;22.4399;25.9052
3;0.118752;22.4932;26.3905
4;0.118336;22.3805;26.3526
5;0.118784;22.4297;26.2892
6;0.118784;22.4184;26.3045
7;0.118784;22.4655;26.4376
8;0.119712;22.4338;26.281
9;0.1192;22.4;25.9707
10;0.118528;22.442;26.1724
11;0.118784;22.4389;26.1284
12;0.120448;22.4809;26.3721
13;0.118752;22.4266;26.4724
14;0.118784;22.4348;26.3885
15;0.118784;22.4348;26.3721
16;0.118528;22.4389;26.5789
17;0.11776;22.4727;26.5902
18;0.119488;22.4276;26.3383
19;0.11968;22.4092;26.3332
20;0.118432;22.4492;26.5052
21;0.1192;22.4481;26.8022
22;0.119296;22.4717;25.9809
23;0.118304;22.4328;25.6952
24;0.118752;22.4051;25.7444
25;0.119264;22.4184;25.7618
26;0.118784;22.4522;25.729
27;0.119328;22.4748;25.4566
28;0.118784;22.4338;25.942
29;0.11872;22.4317;25.8355
30;0.11776;22.441;25.7454
31;0.119296;22.4174;25.9584
32;0.119488;22.4543;25.9103
33;0.118784;22.4973;26.2195
34;0.118656;22.4799;25.8355
35;0.118752;22.4225;25.9697
36;0.11872;22.4205;25.9226
37;0.118432;22.4584;26.2451
38;0.118784;22.4973;25.7782
39;0.119808;22.4164;26.1693
40;0.118432;22.4215;26.1089
41;0.118528;22.4768;25.9666
42;0.118464;22.4584;26.4919
43;0.118784;22.487;26.4212
44;0.118784;22.4502;26.1806
45;0.118784;22.4061;26.2902
46;0.118656;22.4573;26.4735
47;0.118272;22.484;26.3772
48;0.118464;22.486;26.1898
49;0.118624;22.4225;26.6097
50;0.119744;22.4358;26.1827
