init;0.061

frame;preprocessing;pyramid gen.;detection
0;0.939168;51.0504;240.566
1;1.18269;51.135;244.94
2;1.48922;51.0622;247.736
3;1.19008;51.0993;246.22
4;0.934976;51.2014;246.994
5;0.93968;51.3057;247.305
6;0.921632;51.0189;248.887
7;0.933952;51.2001;243.012
8;0.925376;51.1222;243.596
9;0.923296;51.0588;247.842
10;0.94576;51.1944;243.761
11;0.926048;51.3183;243.161
12;0.920928;51.2945;249.343
13;0.92416;51.104;250.739
14;0.937216;51.1262;250.51
15;0.927264;51.0365;249.749
16;0.91984;51.1698;249.024
17;0.913248;51.1079;250.402
18;0.927456;51.2087;248.526
19;0.924768;51.078;247.122
20;0.929984;51.1654;252.141
21;0.940736;51.1111;252.57
22;0.925632;51.1708;228.836
23;0.94176;51.3717;227.266
24;0.923776;51.1633;227.574
25;0.923136;51.0273;227.47
26;0.935808;51.1504;223.441
27;0.927168;51.0716;224.432
28;0.919648;51.1991;224.597
29;0.941056;51.1427;224.858
30;0.943712;51.2625;223.35
31;0.92448;51.1768;226.715
32;0.945216;51.22;223.957
33;0.939872;51.1303;226.735
34;0.946432;51.2836;228.572
35;0.92352;51.1178;225.524
36;0.919104;51.2318;226.891
37;0.91632;51.1172;229.222
38;0.927904;51.0706;228.235
39;0.934592;51.1142;226.65
40;0.92032;51.0867;227.009
41;0.945056;51.1217;230.094
42;0.942624;51.1599;230.323
43;0.947808;51.1087;232.063
44;0.94848;51.1537;232.181
45;0.925664;51.2128;234.733
46;0.914496;51.0941;232.537
47;0.922592;51.3429;233.099
48;0.926112;51.1146;233.262
49;0.921408;51.2755;230.56
50;0.927456;51.0799;232.395
