init;0.055

frame;preprocessing;pyramid gen.;detection
0;1.0473;76.9401;250.209
1;1.04714;77.2268;271.807
2;1.06566;77.0046;279.102
3;1.04576;77.0599;279.861
4;1.04198;76.9262;281.37
5;1.03718;76.8985;281.746
6;1.04362;76.8816;277.664
7;1.04826;76.9857;271.208
8;1.04592;76.9785;273.597
9;1.0409;77.1601;275.731
10;1.0377;76.8448;275.907
11;5.32342;77.0906;273.512
12;1.03504;76.8691;273.078
13;1.21411;77.1807;278.953
14;1.05018;77.154;278.966
15;1.04474;77.0604;278.483
16;1.04576;77.0748;273.516
17;1.04176;77.1599;281.128
18;1.03766;76.9853;281.373
19;1.03642;76.9544;274.512
20;1.03984;76.9523;285.191
21;1.03328;76.599;283.283
22;1.04595;77.0404;251.926
23;1.03795;76.6988;250.661
24;1.00886;76.6527;251.503
25;1.04224;76.8289;250.183
26;1.04131;76.8953;243.159
27;1.0408;76.5976;247.081
28;1.0392;77.1892;248.003
29;1.02592;77.1508;247.688
30;1.0521;77.1154;246.992
31;1.0392;76.956;246.976
32;1.04326;76.884;248.899
33;1.03245;77.0084;246.992
34;1.044;76.7952;251.49
35;1.04144;76.6637;249.512
36;1.03213;76.7769;248.762
37;1.04627;76.8901;251.003
38;1.02333;76.8688;250.939
39;1.05494;76.7739;245.606
40;1.04621;76.8111;251.388
41;1.05376;76.8613;249.408
42;1.05818;76.7592;250.472
43;1.04202;76.8136;250.409
44;1.03091;76.7807;250.248
45;1.05926;76.8009;257.448
46;1.04061;77.2489;252.506
47;1.04045;76.9449;254.006
48;1.02931;76.7527;253.017
49;1.04022;76.9657;253.026
50;1.04742;76.9682;254.411
