init;0.093

frame;preprocessing;pyramid gen.;detection
0;0.106496;17.7111;16.2161
1;0.1024;17.6763;16.3277
2;0.1024;17.708;16.1464
3;0.103424;17.6886;16.9431
4;0.270336;17.6722;16.4864
5;0.102816;17.7183;16.5591
6;0.103424;17.6957;16.6205
7;0.103424;17.6835;16.6216
8;0.1032;17.7162;16.6666
9;0.103424;17.6855;16.6052
10;0.1024;17.7101;16.4055
11;0.268288;17.6886;16.8428
12;0.1024;17.6968;16.5263
13;0.102912;17.7121;16.2304
14;0.10432;17.6865;16.7649
15;0.103168;17.7162;16.8755
16;0.110592;17.6896;16.5847
17;0.102944;17.6906;16.9492
18;0.1024;17.6876;16.514
19;0.103072;17.7244;16.7127
20;0.104448;17.662;16.6431
21;0.103232;17.7029;16.9042
22;0.101376;17.6968;14.8316
23;0.1024;17.6753;14.6268
24;0.102848;17.6937;15.0548
25;0.104448;17.6906;15.659
26;0.101376;17.7049;15.6017
27;0.102368;17.6835;15.4358
28;0.10208;17.7039;15.4429
29;0.1024;17.7049;14.677
30;0.102848;17.7009;14.7251
31;0.1024;17.6824;15.5884
32;0.102816;17.6896;14.7098
33;0.110592;17.6824;14.7558
34;0.102048;17.6906;14.8347
35;0.102016;17.6988;14.8982
36;0.102176;17.6998;14.9463
37;0.268288;17.7183;14.7302
38;0.103872;17.7029;14.8613
39;0.102848;17.6947;14.8081
40;0.10208;17.708;15.6027
41;0.103424;17.7367;15.6088
42;0.101984;17.7244;15.4153
43;0.104;17.7091;14.974
44;0.103232;17.706;16.2734
45;0.103072;17.7142;15.9058
46;0.1024;17.6968;15.486
47;0.103936;17.7172;16.214
48;0.10224;17.7019;15.146
49;0.1024;17.7029;15.3262
50;0.102208;17.6937;15.2402
