init;0.093

frame;preprocessing;pyramid gen.;detection
0;0.058368;8.34662;12.5696
1;0.111616;8.39885;12.7109
2;0.054912;8.36506;12.7048
3;0.110592;8.40192;12.6177
4;0.05504;8.36403;12.7539
5;0.054912;8.37219;12.7334
6;0.055168;8.41011;12.6597
7;0.055232;8.3497;12.7222
8;0.054624;8.38758;12.6638
9;0.055232;8.3497;12.7007
10;0.054688;8.38861;12.6546
11;0.054912;8.39782;12.7048
12;0.054912;8.34253;12.7703
13;0.055296;8.37632;12.8225
14;0.05504;8.35686;12.6802
15;0.05504;8.38349;12.7099
16;0.054944;8.41933;12.8
17;0.056096;8.36198;12.7488
18;0.055296;8.39475;12.8113
19;0.054848;8.35584;12.8092
20;0.055104;8.37632;12.8737
21;0.055104;8.37325;12.7724
22;0.055136;8.35789;12.1631
23;0.055264;8.39885;12.1303
24;0.055296;8.3497;12.117
25;0.055168;8.37837;12.3423
26;0.05488;8.41011;12.1129
27;0.054272;8.35277;12.2214
28;0.055296;8.37837;12.33
29;0.055296;8.37632;12.4314
30;0.055008;8.35891;12.2798
31;0.054272;8.38451;12.3822
32;0.054272;8.35891;12.3822
33;0.054848;8.39066;11.8764
34;0.055776;8.40192;12.4785
35;0.05632;8.36096;12.3187
36;0.054272;8.39373;12.4088
37;0.054816;8.35789;12.4498
38;0.055296;8.33843;12.3331
39;0.054272;8.3927;12.3679
40;0.0552;8.37222;12.4027
41;0.054944;8.38349;12.3576
42;0.054272;8.40602;12.4426
43;0.055104;8.35277;12.458
44;0.055296;8.39475;12.4457
45;0.05504;8.36096;12.4508
46;0.055296;8.35891;12.6607
47;0.055264;8.39578;12.7007
48;0.055296;8.35379;12.4518
49;0.056;8.38349;12.4119
50;0.054272;8.38861;12.6075
