init;0.093

frame;preprocessing;pyramid gen.;detection
0;0.047808;10.7796;5.9095
1;0.045056;10.8206;5.99142
2;0.045056;10.8513;6.26278
3;0.044544;10.8462;6.20339
4;0.045056;10.8411;6.13683
5;0.045056;10.8114;6.21056
6;0.046592;10.8196;6.3744
7;0.04608;10.8175;6.15219
8;0.045056;10.8749;6.29965
9;0.045984;10.8298;6.10406
10;0.045056;10.837;6.20339
11;0.045056;10.8298;6.08461
12;0.04608;10.7766;6.12659
13;0.045984;10.8134;6.26381
14;0.045824;10.8564;6.28122
15;0.045056;10.8483;6.19622
16;0.045536;10.8175;6.34061
17;0.045824;10.8329;6.17882
18;0.04608;10.8012;6.12864
19;0.045824;10.7899;6.33549
20;0.045888;10.8093;6.31808
21;0.04576;10.8595;6.27405
22;0.04608;10.8298;5.888
23;0.04592;10.8513;5.74976
24;0.04608;10.8247;6.05184
25;0.046432;10.7663;5.88595
26;0.04608;10.8227;5.8368
27;0.046016;10.8544;5.82861
28;0.045056;10.8483;5.89619
29;0.046048;10.8124;5.72109
30;0.0456;10.8442;5.95046
31;0.045696;10.8237;5.88186
32;0.045728;10.8073;5.80608
33;0.045632;10.7674;5.80403
34;0.046592;10.8288;6.04774
35;0.045056;10.8595;5.91872
36;0.04608;10.8503;5.74362
37;0.045664;10.8339;5.96787
38;0.04608;10.8124;5.67398
39;0.04592;10.8093;5.87469
40;0.045504;10.7837;5.91462
41;0.045536;10.8237;6.17267
42;0.046592;10.8534;6.11533
43;0.04608;10.8216;6.16243
44;0.045728;10.838;6.00781
45;0.045504;10.8093;6.0713
46;0.045856;10.8083;5.96275
47;0.044544;10.7633;5.97709
48;0.04608;10.8298;5.99654
49;0.045056;10.8646;5.96582
50;0.04608;10.8308;6.21568
