init;0.156

frame;preprocessing;pyramid gen.;detection
0;0.0256;3.16006;4.63565
1;0.0224;3.18259;4.57626
2;0.022528;3.14573;4.7831
3;0.023264;3.19898;4.67149
4;0.023168;3.16314;4.68992
5;0.023552;3.18362;4.74419
6;0.109568;3.17338;4.86298
7;0.022528;3.18157;4.64998
8;0.022528;3.1744;4.67354
9;0.022528;3.17235;5.04832
10;0.022528;3.15392;4.95309
11;0.10752;3.15699;4.86707
12;0.022976;3.17952;4.82099
13;0.02352;3.15699;4.96947
14;0.023488;3.19181;4.63258
15;0.022528;3.16211;4.54554
16;0.022528;3.19283;4.92544
17;0.022528;3.17338;5.04934
18;0.022944;3.18669;4.82918
19;0.023232;3.16621;4.96845
20;0.023328;3.16006;5.02067
21;0.022528;3.14163;5.08416
22;0.022432;3.15187;4.3817
23;0.02336;3.18259;4.88858
24;0.022528;3.15494;4.89882
25;0.023136;3.20717;4.83328
26;0.023168;3.16826;5.13741
27;0.023168;3.18771;4.82202
28;0.022528;3.16416;4.80973
29;0.023552;3.16826;4.76672
30;0.023392;3.15187;4.90189
31;0.023136;3.15904;5.10566
32;0.022944;3.18464;4.93568
33;0.022528;3.15392;4.97254
34;0.023424;3.19488;5.15174
35;0.022528;3.1713;5.12614
36;0.022528;3.18464;5.00838
37;0.10752;3.1744;4.69094
38;0.022528;3.1703;4.98483
39;0.022912;3.15187;4.95514
40;0.023552;3.16109;5.11283
41;0.023552;3.17952;4.96026
42;0.023488;3.16006;5.24083
43;0.022912;3.1959;5.27053
44;0.023296;3.17133;5.27155
45;0.023424;3.18362;4.96026
46;0.022528;3.17645;4.8425
47;0.022528;3.16109;4.7616
48;0.023232;3.15085;4.58547
49;0.023136;3.15597;4.46054
50;0.022976;3.14982;4.88858
