init;0.156

frame;preprocessing;pyramid gen.;detection
0;0.018432;4.14003;2.93786
1;0.103424;4.12058;2.74637
2;0.017408;4.14106;2.77197
3;0.016928;4.13286;2.7945
4;0.017408;4.14925;2.72282
5;0.01696;4.13082;2.70541
6;0.016224;4.15027;2.64704
7;0.017408;4.15232;2.67264
8;0.017344;4.15744;2.84058
9;0.103424;4.15846;2.72282
10;0.016736;4.16563;2.79347
11;0.016896;4.16154;2.74637
12;0.017056;4.1728;2.79962
13;0.016384;4.16358;2.75558
14;0.017408;4.16973;2.92659
15;0.016384;4.1687;2.83136
16;0.01696;4.16461;2.83955
17;0.017312;4.15744;2.89075
18;0.016384;4.19226;2.79245
19;0.016384;4.15744;2.90099
20;0.103424;4.20352;2.80986
21;0.01728;4.16051;2.93888
22;0.017408;4.18816;2.61939
23;0.017056;4.13901;2.83648
24;0.103424;4.19021;2.66752
25;0.017408;4.14413;2.90406
26;0.017408;4.18198;2.85901
27;0.016864;4.13798;2.80576
28;0.01696;4.17792;2.6839
29;0.017216;4.13184;2.56102
30;0.016384;4.16358;2.63578
31;0.017312;4.1257;2.60198
32;0.017408;4.14003;2.82726
33;0.017344;4.14208;2.73101
34;0.016768;4.13082;2.78016
35;0.016;4.14925;2.79552
36;0.016384;4.1359;2.74125
37;0.017056;4.14822;2.60506
38;0.016992;4.14515;3.05459
39;0.01696;4.15642;2.6583
40;0.016384;4.16154;2.92557
41;0.016768;4.16563;2.67162
42;0.016864;4.1472;2.86822
43;0.0168;4.17075;2.95117
44;0.016384;4.16563;2.78528
45;0.016384;4.16461;2.7904
46;0.016864;4.16051;2.69517
47;0.017408;4.20557;2.86208
48;0.101376;4.14515;2.69619
49;0.016384;4.18099;2.78016
50;0.017344;4.14515;2.82726
