init;0.031

frame;preprocessing;pyramid gen.;detection
0;0.052768;4.69853;34.5167
1;0.051328;4.70006;36.3105
2;0.0512;4.6943;34.3574
3;0.05088;4.70253;33.5506
4;0.050944;4.69216;29.9084
5;0.050848;4.70122;34.3229
6;0.051072;4.70154;34.6429
7;0.051008;4.70314;36.0654
8;0.051232;4.70189;33.5432
9;0.050944;4.69421;32.6935
10;0.051072;4.69302;35.3519
11;0.050848;4.70061;33.9173
12;0.051104;4.70208;34.6607
13;0.051168;4.7015;31.1068
14;0.05088;4.70691;32.3188
15;0.051328;4.70077;35.3984
16;0.050976;4.70333;35.4623
17;0.051232;4.6943;34.2696
18;0.051136;4.696;33.1413
19;0.050944;4.69494;35.1412
20;0.051072;4.69901;35.4548
21;0.05104;4.70003;35.6162
22;0.05104;4.69542;35.0148
23;0.051328;4.70202;34.4743
24;0.051008;4.70214;36.1857
25;0.051008;4.70509;34.8126
26;0.051104;4.70506;34.1524
27;0.0512;4.70854;34.1639
28;0.051072;4.7009;35.0404
29;0.051136;4.69802;34.0117
30;0.051136;4.70118;31.3947
31;0.051072;4.70893;31.8874
32;0.051008;4.69194;33.3677
33;0.050784;4.70733;34.0341
34;0.051104;4.7009;34.1763
35;0.05104;4.6993;32.0302
36;0.051072;4.70394;32.3438
37;0.05104;4.69843;35.5367
38;0.051296;4.6992;32.5607
39;0.0512;4.70816;34.0064
40;0.050944;4.69994;34.7947
41;0.051072;4.69715;32.9509
42;0.051072;4.70189;34.0992
43;0.051136;4.69482;34.56
44;0.0512;4.70525;33.5401
45;0.051008;4.69555;36.1403
46;0.051072;4.70509;33.7004
47;0.0512;4.6983;31.4473
48;0.051232;4.69469;33.1421
49;0.051136;4.69274;32.9769
50;0.051104;4.69958;35.7964
