init;0.031

frame;preprocessing;pyramid gen.;detection
0;0.157792;11.9307;41.7137
1;0.15728;11.9107;44.3442
2;0.158368;11.8997;44.3636
3;0.1568;11.9028;44.8782
4;0.15632;11.9083;44.5586
5;0.155744;11.9244;45.1845
6;0.155776;11.9207;45.5797
7;0.155968;11.9071;44.2171
8;0.156928;11.9206;44.5805
9;0.156448;11.909;45.2549
10;0.156256;11.9215;44.5459
11;0.157952;11.9054;44.3803
12;0.156352;11.9055;44.7205
13;0.15824;11.9195;44.6081
14;0.156064;11.9049;44.5636
15;0.155808;11.9086;45.9644
16;0.155936;11.9197;45.0266
17;0.156256;11.9052;44.5739
18;0.157632;11.9128;44.4668
19;0.155936;11.9054;44.8043
20;0.158272;11.9078;45.734
21;0.156096;11.9102;44.7549
22;0.157824;11.9093;41.6273
23;0.155904;11.894;42.1469
24;0.158528;11.9176;41.8116
25;0.15536;11.8974;42.874
26;0.156736;11.9063;41.9733
27;0.156416;11.9101;42.1099
28;0.159168;11.8916;40.9547
29;0.15648;11.9183;42.5075
30;0.156448;11.9109;42.1543
31;0.157696;11.9046;41.1956
32;0.15808;11.914;42.2768
33;0.157664;11.9091;41.5353
34;0.156128;11.9136;42.3415
35;0.1576;11.9048;42.274
36;0.157856;11.9107;42.7021
37;0.157056;11.8918;42.7331
38;0.15568;11.9063;42.1455
39;0.157632;11.901;40.7133
40;0.156128;11.9207;41.0909
41;0.157632;11.9034;42.5894
42;0.156832;11.8944;42.5889
43;0.155808;11.9277;41.8864
44;0.155392;11.9113;43.6796
45;0.158336;11.9094;42.3196
46;0.156288;11.9217;43.3412
47;0.156096;11.8973;43.32
48;0.155552;11.918;42.7745
49;0.158656;11.913;42.8622
50;0.156576;11.9132;43.3488
