init;0.031

frame;preprocessing;pyramid gen.;detection
0;0.207456;20.5416;35.7266
1;0.214592;20.3766;35.6209
2;0.21344;20.3429;35.5274
3;0.214528;20.3738;36.3792
4;0.214176;20.353;35.9672
5;0.206912;20.8406;36.0462
6;0.20608;20.5311;35.6387
7;0.205952;20.5402;36.4884
8;0.213216;20.3696;35.3966
9;0.215904;20.346;35.1778
10;0.214368;20.3652;35.9019
11;0.214368;20.3724;35.869
12;0.214656;20.3644;36.1697
13;0.215616;20.3332;36.0164
14;0.205856;20.5412;36.189
15;0.21568;20.3511;36.9634
16;0.213856;20.3518;37.455
17;0.213824;20.3548;36.6243
18;0.213984;20.3245;37.23
19;0.214432;20.3519;36.4948
20;0.213856;20.3689;36.7365
21;0.2144;20.3844;37.0463
22;0.206688;20.5623;34.3412
23;0.214208;20.3788;35.1192
24;0.213984;20.3409;34.9824
25;0.213536;20.3732;34.5881
26;0.214176;20.3475;35.2103
27;0.214912;20.3288;34.0133
28;0.2152;20.3673;34.486
29;0.213728;20.3536;33.822
30;0.213024;20.366;34.6796
31;0.206048;20.5593;35.4712
32;0.215744;20.361;34.5623
33;0.214624;20.3502;34.3386
34;0.213056;20.3447;34.829
35;0.212864;20.3287;34.6131
36;0.214624;20.3349;34.9886
37;0.214912;20.3824;36.3348
38;0.213824;20.3484;36.3358
39;0.213568;20.3338;36.052
40;0.20624;20.5388;34.3914
41;0.213792;20.3378;35.8259
42;0.21552;20.3482;35.0237
43;0.214368;20.3367;35.0425
44;0.213248;20.3425;35.59
45;0.214304;20.3476;35.2093
46;0.214592;20.3531;36.1047
47;0.213344;20.3615;34.7199
48;0.215104;20.4064;35.8788
49;0.212832;20.3954;35.9826
50;0.214272;20.3543;35.7182
