init;0.062

frame;preprocessing;pyramid gen.;detection
0;0.096576;9.15306;17.3649
1;0.09952;9.05136;17.6529
2;0.0992;9.0736;17.9095
3;0.098784;9.05757;17.6643
4;0.09824;9.06006;17.7606
5;0.098464;9.05603;17.5396
6;0.098496;9.07203;17.7677
7;0.098784;9.05136;17.0001
8;0.098976;9.06019;17.5987
9;0.09872;9.05965;17.3361
10;0.099904;9.06502;17.5674
11;0.094336;9.16422;17.3629
12;0.094464;9.16128;17.8397
13;0.097792;9.06634;17.7368
14;0.09472;9.16442;17.7074
15;0.094656;9.15302;18.1191
16;0.09872;9.06605;17.9004
17;0.10016;9.06128;18.1631
18;0.098688;9.07302;17.5226
19;0.098432;9.0479;17.7523
20;0.098784;9.06531;17.8365
21;0.098496;9.05523;18.0661
22;0.09856;9.07629;16.3916
23;0.100416;9.05018;16.2244
24;0.098784;9.07315;16.7315
25;0.099424;9.0648;15.6514
26;0.099008;9.05978;14.9716
27;0.098144;9.05434;16.5328
28;0.094464;9.1584;16.2014
29;0.099264;9.07917;15.7178
30;0.09936;9.0568;16.0816
31;0.098848;9.0617;16.3263
32;0.094688;9.16826;14.9432
33;0.094944;9.17248;16.7154
34;0.098752;9.06541;16.5696
35;0.098624;9.05702;16.3172
36;0.098688;9.06362;15.2978
37;0.098688;9.05414;16.6207
38;0.099328;9.05798;15.0919
39;0.097344;9.06301;15.7924
40;0.098688;9.05981;16.7536
41;0.098656;9.06947;16.6923
42;0.099456;9.06486;16.7745
43;0.09824;9.07002;15.5848
44;0.099456;9.0664;16.1434
45;0.099552;9.0648;16.3503
46;0.098784;9.0816;15.7038
47;0.09872;9.1241;16.7672
48;0.09616;9.07709;16.038
49;0.098976;9.05686;15.1818
50;0.094656;9.14787;16.6695
