Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Control-Flow Instructions,Bit-Convert Instructions,Misc Instructions,Load/Store Instructions,FP Instructions(Single),Integer Instructions,FP Instructions(Double),Atomic Throughput(bytes/sec),Eligible Warps Per Active Cycle,L2 Throughput (Atomic requests)(bytes/sec),Non-Coherent Global Load Efficiency(%),Non-Coherent Global Memory Load Throughput(bytes/sec),Instructions Executed,Instructions Issued,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,L2 Non-Coherent Read Transactions,Non-Coherent Global Hit Rate(%),Issue Slots,L2 Throughput (Non-Coherent Reads)(bytes/sec),L2 Cache Utilization,Texture Cache Utilization,Issue Stall Reasons (Other)(%),L1/Shared Memory Utilization,Load/Store Function Unit Utilization,Arithmetic Function Unit Utilization,Device Memory Utilization,System Memory Utilization,Shared Memory Efficiency(%),Local Memory Cache Replay Overhead,Global Memory Store Efficiency(%),Global Memory Load Efficiency(%),Device Memory Write Throughput(bytes/sec),Device Memory Read Throughput(bytes/sec),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Warp Execution Efficiency(%),Local Memory Overhead(%),Issued IPC,Requested Non-Coherent Global Load Throughput(bytes/sec),L2 Hit Rate (Texture Reads)(%),L2 Hit Rate (L1 Reads)(%),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (L1 Reads)(bytes/sec),Shared Memory Load Transactions Per Request,Shared Memory Store Transactions Per Request,Global Load Transactions Per Request,Global Store Transactions Per Request,Instructions per warp,Issue Slot Utilization(%),Local Memory Load Transactions Per Request,Local Memory Store Transactions Per Request,Global Load Transactions,Global Store Transactions,System Memory Read Transactions,System Memory Write Transactions,Local Load Transactions,Local Store Transactions,Shared Load Transactions,Shared Store Transactions,Shared Memory Load Throughput(bytes/sec),Local Memory Store Throughput(bytes/sec),Local Memory Load Throughput(bytes/sec),L2 Write Transactions,L2 Read Transactions,Device Memory Write Transactions,Device Memory Read Transactions,Texture Cache Transactions,Executed Control-Flow Instructions,Issued Control-Flow Instructions,Warp Non-Predicated Execution Efficiency(%),System Memory Write Throughput(bytes/sec),System Memory Read Throughput(bytes/sec),L2 Throughput (Writes)(bytes/sec),L2 Throughput (Reads)(bytes/sec),Shared Memory Store Throughput(bytes/sec),Floating Point Operations(Double Precision),L2 Throughput (L1 Writes)(bytes/sec),Floating Point Operations(Double Precision Add),L2 Transactions (Atomic requests),L2 Write Transactions (L1 write requests),Floating Point Operation(Single Precision Mul),L2 Transactions (Texture Reads),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision),L2 Read Transactions (L1 read requests),Floating Point Operations(Single Precision Add),Issued Load/Store Instructions,Executed Load/Store Instructions,Issue Stall Reasons (Texture)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Data Request)(%),Floating Point Operations(Single Precision Special),Issue Stall Reasons (Instructions Fetch)(%),Floating Point Operations(Double Precision Mul),Floating Point Operations(Double Precison FMA),Atomic Transactions Per Request,Atomic Transactions,Atomic Replay Overhead,Inter-Thread Instructions,ECC Transactions,Issue Stall Reasons (Pipe Busy)(%),ECC Throughput(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Memory Throttle)(%),FLOP Efficiency(Peak Double)(%),Issue Stall Reasons (Not Selected)(%),L1 Local Hit Rate(%),Multiprocessor Activity(%),L1 Global Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Executed IPC,Achieved Occupancy,Instruction Replay Overhead,Shared Memory Replay Overhead,Texture Cache Hit Rate(%),Texture Cache Throughput(bytes/sec),Global Memory Replay Overhead,Global Memory Cache Replay Overhead
"wbd::gpu::detection::atomicglobal::detectSurvivorsInit(__int64, __int64, unsigned int, unsigned int, wbd::SurvivorData*, unsigned int*, unsigned short)",171795589,3812711,181,407,1,16,16,1,26,0,0,,,48641718,136444042,468998780,473135024,376753696,494157280,0,391481223193,4,538,20177658640,0,0,67486523,100802600,Low (1),Low (3),0,0,85575946,0,Low (3),Low (3),2,528,Low (1),Mid (6),Low (3),Low (2),Low (1),0,0,13,523,0,42839562207,22029510097,0,55953603088,94,583,7,072,1,765,0,85,129,0,148055787836,0,0,0,0,7,104,114,513,37,459,0,0,0,5921503,0,4,0,0,0,0,0,0,0,8467546,17737856,4512765,2320612,46245780,12270216,13980301,92,976,37971,0,80382196638,168385011305,0,0,60212084912,0,4251072,6342805,0,15596354,36970716,240309654,0,166368222,35778530,7186960,4,888,0,12,047,38,968,0,3,476,0,0,37,108,10309762,0,027,0,0,8,958,0,1,095,0,012,22,897,0,6,226,0,99,9,0,0,7566621990,1,182,0,82,0,494,0,88,311,439010001441,0,075,0
"memset (0)",175609996,2688,,,,,,,,,,4,1488095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",175614540,5765611,181,407,1,16,16,1,28,0,0,,,37205357,61348501,270724028,297616332,195690275,273370737,0,2994082200,0,899,745970076,0,0,51214744,56951307,Low (1),Low (1),0,0,44202629,0,High (7),Low (1),1,447,Low (1),Low (1),Low (2),Low (1),Idle,0,0,17,2,104,423,498505678,26632067310,18880816276,1626387451,69,107,0,218,0,648,0,95,971,73,739,538491697935,18880816276,0,0,1,709,1,182,86,902,12,567,0,0,1441023,193605,0,0,0,0,0,0,0,0,0,388864,89675698,80137,4281223,35179820,9380152,10000639,68,415,0,0,2418993876,557842753174,0,0,1671194924,0,239836,268652,0,86564930,19495330,126719645,3035175,87728985,6680912,5766163,32,778,0,8,594,52,218,0,1,472,0,0,2,203,120328,0,001,0,0,2,023,0,0,375,0,01,0,32,0,1,139,0,99,936,0,19715846102,279738778,0,582,0,566,0,112,0,48,035,218841983755,0,012,0
"memset (0)",181381879,2688,,,,,,,,,,4,1488095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",181386135,9309969,181,407,1,16,16,1,28,0,0,,,24647634,17818298,173404440,127695378,58970422,134526564,0,18196069,0,307,4345330,0,0,27886951,31049985,Low (1),Low (1),0,0,23104977,0,Low (2),Low (1),0,438,Low (1),Low (1),Low (1),Low (3),Low (1),0,0,14,263,331,279,1968977,80277116631,2591503356,11424358,58,43,0,001,0,2,0,22,749,93,709,104054297864,2591503356,0,0,1,056,1,021,47,319,3,73,0,0,635269,2949,0,2,0,0,0,0,0,0,0,4483,29795914,551,22464801,12402620,4785117,5377739,58,097,7146,0,16019830,106474571634,0,0,11449372,0,2432,3204,0,29118623,5896006,38324039,725208,26532027,2819572,2722227,56,373,0,1,602,40,395,0,0,428,0,0,1,322,1273,0,0,0,0,451,0,0,064,0,004,0,045,0,0,266,0,99,964,0,8585118696,1629498,0,18,0,935,0,113,0,39,283,44320293434,0,001,0
"memset (0)",190697832,2656,,,,,,,,,,4,1506024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",190702152,747874,181,407,1,16,16,1,28,0,0,,,19309626,1351990,135162098,61981512,4499864,79936616,0,101404088,0,975,25351022,0,0,10700552,12569142,Low (1),Low (1),0,0,8178514,0,Low (2),Low (1),5,47,Low (1),Low (1),Mid (4),Low (1),Low (1),0,0,13,993,399,111,19157306,18311360246,28365297187,67938819,82,837,,1,097,0,71,266,99,923,63627080701,28365297187,0,0,1,1,583,18,157,17,849,0,0,589868,361,0,1,0,0,0,0,0,0,0,1316,1917165,399,381381,529920,1427116,2019186,82,771,48013,0,63185502,92049417688,0,0,40571238,0,1056,845,0,1325197,449870,2924155,590780,2024415,737339,735940,0,029,0,11,18,78,577,0,3,388,0,0,6,947,528,0,0,0,0,76,0,0,066,0,086,0,002,0,0,509,0,99,512,0,113208926872,9506633,0,934,0,831,0,175,0,58,294,25443207768,0,0
"memset (0)",191451754,2688,,,,,,,,,,4,1488095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",191456042,700225,181,407,1,16,16,1,28,0,0,,,19130062,812064,133904631,59824794,2703888,78139911,0,99988290,0,968,24997072,0,0,10165078,11994711,Low (1),Low (1),0,0,7714843,0,Low (1),Low (1),5,774,Low (1),Low (1),Mid (4),Low (1),Low (1),0,0,13,962,399,619,25972317,989771154,30282028702,67137928,84,794,,1,117,0,97,231,99,966,35286986733,30282028702,0,0,1,2,667,17,248,17,969,0,0,589567,264,0,1,0,0,0,0,0,0,0,1180,1278689,506,19283,337920,1322453,1913903,84,752,51328,0,60567855,65633432943,0,0,33825607,0,974,659,0,687471,270336,1757184,589963,1216512,675262,674113,0,018,0,11,924,77,21,0,3,694,0,0,14,758,487,0,0,0,0,78,0,0,042,0,092,0,002,0,0,507,0,99,478,0,121012670166,9373902,0,947,0,799,0,18,0,59,933,17344991362,0,0
"memset (0)",192157995,2560,,,,,,,,,,4,1562500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectDetections(__int64, __int64, wbd::SurvivorData*, unsigned int const *, wbd::Detection*, unsigned int*, unsigned short)",192162443,1933380,181,407,1,16,16,1,26,0,0,,,20355744,4488679,142486078,55674981,14961127,90397086,0,33685433,0,55,8421358,0,0,12983407,15657551,Low (1),Low (1),0,0,12393667,0,Low (1),Low (1),4,599,Low (1),Low (1),Low (2),Low (1),Low (1),0,0,12,664,399,659,30835965,890050455,10706105484,41562307,79,249,0,001,0,512,0,98,734,99,969,69683618280,10706105484,0,0,1,13,097,22,031,10,138,0,0,589519,2030,0,2,0,0,0,0,0,0,0,2760,4432945,1699,49040,1873920,1988299,2587325,79,068,36298,0,50092562,80455642673,0,0,41671204,0,928,2296,0,3839428,1496064,9724416,589885,6732288,1069259,1065806,0,096,0,12,862,76,868,0,3,824,0,0,14,968,464,0,0,0,0,85,0,0,083,0,115,0,005,0,0,781,0,99,811,0,42787880231,5263348,0,426,0,305,0,206,0,62,586,34010671893,0,0
"Memcpy DtoH [sync]",194099055,2112,,,,,,,,,,4,1893939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy DtoH [sync]",194184303,2624,,,,,,,,,,9280,3536585365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
