Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision),Global Load Throughput(bytes/sec),Floating Point Operations(Double Precision Mul),Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision Add),Floating Point Operations(Single Precision Special),Floating Point Operation(Single Precision Mul),Instructions Issued,Device Memory Read Throughput(bytes/sec),Instructions Executed,Device Memory Write Throughput(bytes/sec),Device Memory Utilization,Shared Store Transactions,Local Memory Load Throughput(bytes/sec),Global Store Transactions Per Request,Local Memory Store Throughput(bytes/sec),Local Load Transactions,Shared Memory Load Throughput(bytes/sec),Shared Load Transactions,Shared Memory Store Throughput(bytes/sec),Global Load Transactions,Global Memory Load Efficiency(%),Local Store Transactions,Global Memory Store Efficiency(%),Texture Cache Transactions,Global Store Transactions,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,Load/Store Function Unit Utilization,Device Memory Read Transactions,Double-Precision Function Unit Utilization,Special Function Unit Utilization,Global Hit Rate(%),Single-Precision Function Unit Utilization,Device Memory Write Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Double Precision Add),Requested Global Load Throughput(bytes/sec),Local Hit Rate(%),Floating Point Operations(Double Precison FMA),Achieved Occupancy,Atomic Transactions,Executed IPC,Executed Load/Store Instructions,Issued Load/Store Instructions,Multiprocessor Activity(%),Executed Control-Flow Instructions,Branch Efficiency(%),Warp Execution Efficiency(%),Issued IPC,Instructions per warp,Atomic Transactions Per Request,Issue Slot Utilization(%),Shared Memory Load Transactions Per Request,Warp Non-Predicated Execution Efficiency(%),Instruction Replay Overhead,Local Memory Store Transactions Per Request,Global Load Transactions Per Request,Shared Memory Store Transactions Per Request,Local Memory Load Transactions Per Request,FP Instructions(Single),FP Instructions(Double),Shared Memory Efficiency(%),Shared Memory Utilization,Control-Flow Instructions,Load/Store Instructions,Integer Instructions,Bit-Convert Instructions,Issue Slots,Issued Control-Flow Instructions,Misc Instructions,Inter-Thread Instructions,L2 Hit Rate (Texture Reads)(%),FLOP Efficiency(Peak Double)(%),L2 Hit Rate (Texture Writes)(%),Local Memory Overhead(%),L2 Transactions (Texture Reads),L2 Transactions (Texture Writes),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (Texture Writes)(bytes/sec),System Memory Read Throughput(bytes/sec),System Memory Write Throughput(bytes/sec),L2 Throughput (Reads)(bytes/sec),L2 Throughput (Writes)(bytes/sec),Eligible Warps Per Active Cycle,L2 Transactions (Atomic requests),System Memory Utilization,L2 Cache Utilization,L2 Throughput (Atomic requests)(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Data Request)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Instructions Fetch)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Other)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Texture)(%),System Memory Read Transactions,Issue Stall Reasons (Not Selected)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Pipe Busy)(%),ECC Transactions,L2 Write Transactions,L2 Read Transactions,System Memory Write Transactions,ECC Throughput(bytes/sec),Texture Cache Throughput(bytes/sec),Texture Cache Utilization,Texture Cache Hit Rate(%)
"wbd::gpu::detection::atomicglobal::detectSurvivorsInit(__int64, __int64, unsigned int, unsigned int, wbd::SurvivorData*, unsigned int*, unsigned short)",113761992,3466597,181,407,1,16,16,1,22,0,0,,,8667904513,240309654,0,0,67013542705,36970716,166368222,0,0,63329282,24425860338,63327370,8857472863,Low (2),0,0,7,384,0,0,0,0,0,0,0,0,12,935,47151836,6666769,Low (1),Mid (4),Low (1),2429980,Idle,Low (1),0,Low (2),881176,0,0,0,0,0,0,842,2299512,0,952,13426896,56295370,99,908,8322383,100,93,232,0,951,107,455,7,641,22,464,0,91,452,0,0,0,0,0,377355481,0,0,Idle,49591455,323822528,540469845,144694148,59821876,8322383,398451600,0,76,105,0,95,558,0,9769849,6668091,98205321526,67026831287,0,50259,121336268900,90128015052,1,309,4599024,Low (1),Mid (4),23114412035,1,4,50,517,33,943,1,351,0,013,10,561,0,0,386,0,0,777,2,2,0,252,0,8966287,12071006,5,0,473964460960,Mid (4),88,489
"memset (0)",117230509,2240,,,,,,,,,,4,1785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",117234861,7213543,181,407,1,16,16,1,24,0,0,,,227742001,136321627,28715967047,0,1233951373,20972558,94376511,0,0,53521900,12465960893,53518544,378009226,Low (1),0,0,1,488,0,0,0,0,0,5905925,54,78,0,18,456,41273710,253783,Low (1),Low (2),Low (1),2563836,Idle,Low (1),45,253,Low (1),77744,0,0,15730647032,0,0,0,654,124904,0,382,12674426,48125815,99,957,7199298,100,74,046,0,384,90,812,2,191,8,789,0,73,335,0,0,6,852,0,0,210509492,0,0,Idle,38565518,231879776,382973286,74971777,49008104,7199298,298174238,0,97,52,0,94,003,0,105347998,254236,512226220123,1236153963,0,24311,512411223121,1841292550,0,381,249808,Low (1),High (8),607312004,0,382,34,149,41,62,0,67,0,007,22,282,0,1,016,0,0,07,0,171,0,015,0,378693,105386047,5,0,200682280300,Low (2),40,589
"memset (0)",124450355,2240,,,,,,,,,,4,1785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",124454579,12980666,181,407,1,16,16,1,24,0,0,,,953370,39757185,5287777194,0,6623741,6116490,27524205,0,0,31152499,57850785368,31149146,59327040,Low (3),0,0,1,1,0,0,0,0,0,2545800,94,443,0,14,393,15227136,3189,Low (1),Low (1),Low (1),27852257,Idle,Low (1),71,293,Low (1),28563,0,0,4993948098,0,0,0,952,1224,0,095,7678490,20092584,99,983,4356426,100,70,088,0,094,52,855,1,264,2,086,0,69,779,0,0,4,227,0,0,61175524,0,0,Idle,24863410,105889008,243898810,21428963,27540761,4356426,219421002,0,29,834,0,94,057,0,40381749,3197,83875281425,6640358,0,10385,84377422938,9178524,0,099,2448,Low (1),Low (2),2542320,0,047,18,799,44,763,0,221,0,003,32,755,0,3,419,0,0,027,0,003,0,01,0,4419,40623505,5,0,31627662221,Low (1),20,7
"memset (0)",137437165,2239,,,,,,,,,,4,1786511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",137441260,647867,181,407,1,16,16,1,24,0,0,,,10741422,2941848,127992784801,0,40958454,452592,2036664,0,0,15832635,12372111632,15829264,1695354538,Low (1),0,0,3,268,0,0,0,0,0,2359331,99,938,0,26,225,2945628,755,Low (1),Low (2),Low (2),228059,Idle,Low (1),74,959,Low (3),31251,0,0,127913471873,0,0,0,837,528,1,263,4362512,6570801,99,568,2490785,100,96,387,1,262,26,859,6,857,25,597,0,96,342,0,0,4,001,0,0,4527091,0,0,Idle,19312347,60203304,192665523,1586414,12840502,2490785,190853456,0,87,498,0,91,455,0,1826836,749,99105139133,40632957,0,271248,99863385921,69331000,1,267,1056,Low (1),Low (2),28643793,0,091,87,166,7,743,2,968,0,063,1,551,0,0,0,0,473,0,006,0,031,0,1278,1840813,5,0,159799167946,Low (2),66,709
"memset (0)",138091047,2240,,,,,,,,,,4,1785714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectSurvivors(__int64, __int64, wbd::SurvivorData*, wbd::SurvivorData*, unsigned int const *, unsigned int*, unsigned short, unsigned short)",138095111,592252,181,407,1,16,16,1,24,0,0,,,10819617,1757184,139711669412,0,36020957,270336,1216512,0,0,15362551,1703708366,15359344,663780941,Low (1),0,0,6,141,0,0,0,0,0,2358202,99,975,0,30,037,2695594,608,Low (1),Low (2),Low (2),28757,Idle,Low (1),74,983,Low (3),11204,0,0,139676174254,0,0,0,8,487,1,336,4260784,6282496,99,525,2433541,100,97,962,1,336,26,062,14,758,26,943,0,97,934,0,0,4,001,0,0,2703888,0,0,Idle,19130062,58742963,191023102,947232,12389470,2433541,189940743,0,99,063,0,75,781,0,1172092,640,69440586525,37916797,0,296224,69334478736,65169496,1,296,974,Low (1),Low (2),28852313,0,06,86,093,8,454,3,304,0,073,1,604,0,0,0,0,447,0,006,0,019,0,1100,1170301,5,0,159700457297,Low (2),71,688
"memset (0)",138689283,2112,,,,,,,,,,4,1893939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicglobal::detectDetections(__int64, __int64, wbd::SurvivorData*, unsigned int const *, wbd::Detection*, unsigned int*, unsigned short)",138693571,1545907,181,407,1,16,16,1,21,0,0,,,6475463,9724416,52653915771,0,50307654,1496064,6732288,0,0,17624050,1091584548,17620838,677512138,Low (1),0,0,14,535,0,0,0,0,0,2358076,99,977,0,12,872,4231512,2253,Low (1),Low (1),Low (1),48886,Idle,Low (1),74,984,Low (1),30342,0,0,52641648675,0,0,0,32,464,0,574,4298151,7464198,99,81,2196707,100,89,955,0,578,29,899,14,968,11,925,0,89,822,0,0,4,001,0,0,14961127,0,0,Idle,20355744,49690261,202054485,4488679,14533467,2196707,196070206,0,97,546,0,92,415,0,3705428,2215,82739188138,49459145,0,111645,83450528992,59730570,0,554,928,Low (1),Low (2),10360741,0,123,84,883,9,496,3,419,0,087,1,696,0,0,0,0,391,0,006,0,021,0,2675,3737285,5,0,94486215217,Low (1),70,747
"Memcpy DtoH [sync]",140241046,1920,,,,,,,,,,4,2083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy DtoH [sync]",140322678,2656,,,,,,,,,,9280,3493975903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
