Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision),Global Load Throughput(bytes/sec),Floating Point Operations(Double Precision Mul),Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision Add),Floating Point Operations(Single Precision Special),Floating Point Operation(Single Precision Mul),Instructions Issued,Device Memory Read Throughput(bytes/sec),Instructions Executed,Device Memory Write Throughput(bytes/sec),Device Memory Utilization,Shared Store Transactions,Local Memory Load Throughput(bytes/sec),Global Store Transactions Per Request,Local Memory Store Throughput(bytes/sec),Local Load Transactions,Shared Memory Load Throughput(bytes/sec),Shared Load Transactions,Shared Memory Store Throughput(bytes/sec),Global Load Transactions,Global Memory Load Efficiency(%),Local Store Transactions,Global Memory Store Efficiency(%),Texture Cache Transactions,Global Store Transactions,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,Load/Store Function Unit Utilization,Device Memory Read Transactions,Double-Precision Function Unit Utilization,Special Function Unit Utilization,Global Hit Rate(%),Single-Precision Function Unit Utilization,Device Memory Write Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Double Precision Add),Requested Global Load Throughput(bytes/sec),Local Hit Rate(%),Floating Point Operations(Double Precison FMA),Achieved Occupancy,Atomic Transactions,Executed IPC,Executed Load/Store Instructions,Issued Load/Store Instructions,Multiprocessor Activity(%),Executed Control-Flow Instructions,Branch Efficiency(%),Warp Execution Efficiency(%),Issued IPC,Instructions per warp,Atomic Transactions Per Request,Issue Slot Utilization(%),Shared Memory Load Transactions Per Request,Warp Non-Predicated Execution Efficiency(%),Instruction Replay Overhead,Local Memory Store Transactions Per Request,Global Load Transactions Per Request,Shared Memory Store Transactions Per Request,Local Memory Load Transactions Per Request,FP Instructions(Single),FP Instructions(Double),Shared Memory Efficiency(%),Shared Memory Utilization,Control-Flow Instructions,Load/Store Instructions,Integer Instructions,Bit-Convert Instructions,Issue Slots,Issued Control-Flow Instructions,Misc Instructions,Inter-Thread Instructions,L2 Hit Rate (Texture Reads)(%),FLOP Efficiency(Peak Double)(%),L2 Hit Rate (Texture Writes)(%),Local Memory Overhead(%),L2 Transactions (Texture Reads),L2 Transactions (Texture Writes),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (Texture Writes)(bytes/sec),System Memory Read Throughput(bytes/sec),System Memory Write Throughput(bytes/sec),L2 Throughput (Reads)(bytes/sec),L2 Throughput (Writes)(bytes/sec),Eligible Warps Per Active Cycle,L2 Transactions (Atomic requests),System Memory Utilization,L2 Cache Utilization,L2 Throughput (Atomic requests)(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Data Request)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Instructions Fetch)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Other)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Texture)(%),System Memory Read Transactions,Issue Stall Reasons (Not Selected)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Pipe Busy)(%),ECC Transactions,L2 Write Transactions,L2 Read Transactions,System Memory Write Transactions,ECC Throughput(bytes/sec),Texture Cache Throughput(bytes/sec),Texture Cache Utilization,Texture Cache Hit Rate(%)
"Memcpy HtoD [sync]",101778951,3296,,,,,,,,,,24576,7456310679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",105228940,170271,,,,,,,,,,2097152,12316554198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",109868487,1372949,,,,,,,,,,6220800,4530976751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::preprocess(float*, unsigned char*, unsigned int, unsigned int)",111246076,101951,121,68,1,16,16,1,12,0,0,,,85606357725,31919824,513638146351,0,85606357725,14923112,0,1539416,2073600,3627989,64217979151,3625341,86470347817,High (7),0,0,4,0,0,0,0,0,1555200,12,5,0,100,777600,259200,Low (1),Low (3),Low (1),194440,Idle,Low (2),50,Mid (4),261816,0,0,64204768293,0,0,0,85,0,2,002,522496,1300096,97,115,524430,99,962,99,899,1,978,55,076,0,48,332,0,94,942,0,001,0,8,0,0,22746464,0,0,Idle,10998088,8294400,36236936,7760216,3546413,524430,24107344,0,75,0,50,0,777600,259200,256819073175,85606357725,0,1651357,256853091134,85608339353,2,856,0,Low (1),Mid (6),0,6,633,64,055,15,223,8,071,0,589,9,172,0,0,0,1,809,0,933,0,149,0,259206,777703,5,0,256819073175,Low (3),50
"wbd::gpu::pyramid::createFirstPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",111354299,1804498,121,407,1,16,16,1,19,0,0,,,56961558420,1422155912,0,0,56961558420,695071370,0,120700070,32013172,87827351,37901834543,87824279,56980482102,Mid (5),0,0,3,999,0,0,0,0,0,0,0,0,100,2443138,3121440,Low (2),Low (1),Low (1),2076985,Idle,Mid (5),0,Mid (4),3122477,0,0,0,0,0,0,828,0,2,621,2662863,7140482,99,779,17514748,99,959,99,782,2,622,222,918,0,60,035,0,94,203,0,0,0,0,0,968579792,0,0,Idle,401909084,34735226,514329968,369832706,80425715,17514748,333093014,0,35,448,0,50,0,3217226,3121440,58709508032,56961558420,0,91242,59189133025,56961667911,3,576,0,Low (1),Low (2),0,16,562,12,368,19,423,16,131,0,035,49,407,0,0,0,2,33,0,101,0,206,0,3121446,3243509,5,0,44583572939,Low (1),54,847
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",113161101,446364,61,204,1,16,16,1,10,0,0,,,55661603078,6241920,0,0,55661603078,0,6241920,0,0,3643640,111306869507,3641592,55797147328,High (8),0,0,3,999,0,0,0,0,0,0,0,0,100,780240,780240,Low (1),Low (1),Low (1),1560251,Idle,Low (1),0,Low (1),782140,0,0,0,0,0,0,864,0,0,423,690888,1958688,99,327,197112,100,99,983,0,424,36,58,0,10,588,0,97,304,0,001,0,0,0,0,6241920,0,0,Idle,3185664,9362880,56694912,6241920,3643640,197112,31662528,0,18,948,0,50,0,1924134,780240,137265947628,55661603078,0,356695,137343707224,55662031112,0,522,0,Low (1),Mid (4),0,0,281,68,003,15,145,0,501,0,091,6,032,0,0,0,0,179,10,024,0,025,0,780246,1925224,5,0,55661603078,Low (1),42,146
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",113609481,111488,31,102,1,16,16,1,10,0,0,,,55021704605,1559040,0,0,55021704605,0,1559040,0,0,918344,110021104640,916296,55475419092,High (8),0,0,4,0,0,0,0,0,0,0,0,100,194880,194880,Low (1),Low (1),Low (1),389681,Idle,Low (1),0,Low (1),196487,0,0,0,0,0,0,858,0,0,424,174264,490944,97,233,49656,100,100,0,43,36,223,0,10,751,0,97,341,0,002,0,0,0,0,1559040,0,0,Idle,809472,2338560,14270976,1559040,918344,49656,8004864,0,18,659,0,50,0,479491,194880,135377730721,55021704605,0,1411681,135497158990,55023398623,0,539,0,Low (1),Mid (4),0,0,277,67,85,15,013,0,677,0,276,6,079,0,0,0,0,2,9,882,0,025,0,194886,479914,5,0,55021704605,Low (1),42,144
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",113723017,28095,16,51,1,16,16,1,10,0,0,,,51750299480,388800,0,0,51750299480,0,388800,0,0,234071,103446293091,232023,53323040063,High (7),0,0,4,0,0,0,0,0,0,0,0,100,48600,48600,Low (1),Low (1),Low (1),97149,Idle,Low (1),0,Low (1),50077,0,0,0,0,0,0,816,0,0,431,44337,123312,89,027,12603,100,100,0,448,35,543,0,11,188,0,97,382,0,009,0,0,0,0,388800,0,0,Idle,208896,583200,3615168,388800,234071,12603,2045472,0,18,018,0,48,333,0,118782,48600,126481565286,51750299480,0,5324104,126684946093,51756688406,0,587,0,Low (1),Low (3),0,0,254,68,789,12,811,1,493,1,086,6,399,0,0,0,0,259,9,133,0,03,0,48606,118973,5,0,51750299480,Low (1),42,254
"memset (0)",113753064,2880,,,,,,,,,,4,1388888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"memset (0)",113757736,2080,,,,,,,,,,4,1923076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
