Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision),Global Load Throughput(bytes/sec),Floating Point Operations(Double Precision Mul),Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision Add),Floating Point Operations(Single Precision Special),Floating Point Operation(Single Precision Mul),Instructions Issued,Device Memory Read Throughput(bytes/sec),Instructions Executed,Device Memory Write Throughput(bytes/sec),Device Memory Utilization,Shared Store Transactions,Local Memory Load Throughput(bytes/sec),Global Store Transactions Per Request,Local Memory Store Throughput(bytes/sec),Local Load Transactions,Shared Memory Load Throughput(bytes/sec),Shared Load Transactions,Shared Memory Store Throughput(bytes/sec),Global Load Transactions,Global Memory Load Efficiency(%),Local Store Transactions,Global Memory Store Efficiency(%),Texture Cache Transactions,Global Store Transactions,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,Load/Store Function Unit Utilization,Device Memory Read Transactions,Double-Precision Function Unit Utilization,Special Function Unit Utilization,Global Hit Rate(%),Single-Precision Function Unit Utilization,Device Memory Write Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Double Precision Add),Requested Global Load Throughput(bytes/sec),Local Hit Rate(%),Floating Point Operations(Double Precison FMA),Achieved Occupancy,Atomic Transactions,Executed IPC,Executed Load/Store Instructions,Issued Load/Store Instructions,Multiprocessor Activity(%),Executed Control-Flow Instructions,Branch Efficiency(%),Warp Execution Efficiency(%),Issued IPC,Instructions per warp,Atomic Transactions Per Request,Issue Slot Utilization(%),Shared Memory Load Transactions Per Request,Warp Non-Predicated Execution Efficiency(%),Instruction Replay Overhead,Local Memory Store Transactions Per Request,Global Load Transactions Per Request,Shared Memory Store Transactions Per Request,Local Memory Load Transactions Per Request,FP Instructions(Single),FP Instructions(Double),Shared Memory Efficiency(%),Shared Memory Utilization,Control-Flow Instructions,Load/Store Instructions,Integer Instructions,Bit-Convert Instructions,Issue Slots,Issued Control-Flow Instructions,Misc Instructions,Inter-Thread Instructions,L2 Hit Rate (Texture Reads)(%),FLOP Efficiency(Peak Double)(%),L2 Hit Rate (Texture Writes)(%),Local Memory Overhead(%),L2 Transactions (Texture Reads),L2 Transactions (Texture Writes),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (Texture Writes)(bytes/sec),System Memory Read Throughput(bytes/sec),System Memory Write Throughput(bytes/sec),L2 Throughput (Reads)(bytes/sec),L2 Throughput (Writes)(bytes/sec),Eligible Warps Per Active Cycle,L2 Transactions (Atomic requests),System Memory Utilization,L2 Cache Utilization,L2 Throughput (Atomic requests)(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Data Request)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Instructions Fetch)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Other)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Texture)(%),System Memory Read Transactions,Issue Stall Reasons (Not Selected)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Pipe Busy)(%),ECC Transactions,L2 Write Transactions,L2 Read Transactions,System Memory Write Transactions,ECC Throughput(bytes/sec),Texture Cache Throughput(bytes/sec),Texture Cache Utilization,Texture Cache Hit Rate(%)
"Memcpy HtoD [sync]",108649178,3296,,,,,,,,,,24576,7456310679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",110760170,170463,,,,,,,,,,2097152,12302681520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy HtoD [sync]",115350727,1223478,,,,,,,,,,6220800,5084521339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::preprocess(float*, unsigned char*, unsigned int, unsigned int)",116578909,103552,121,68,1,16,16,1,12,0,0,,,85767464946,31919824,514604789676,0,85767464946,14923112,0,1539416,2073600,3627569,64330892997,3625341,86703230342,High (7),0,0,4,0,0,0,0,0,1555200,12,5,0,100,777600,259200,Low (1),Low (3),Low (1),194416,Idle,Low (2),50,Mid (4),262028,0,0,64325598709,0,0,0,844,0,1,983,522496,1300096,96,95,524430,99,962,99,899,2,002,55,076,0,48,925,0,94,942,0,001,0,8,0,0,22746464,0,0,Idle,10998088,8294400,36236936,7760216,3545993,524430,24107344,0,75,0,50,0,777600,259200,257302394838,85767464946,0,1654464,257410596848,85769450304,2,895,0,Low (1),Mid (6),0,6,663,63,682,15,161,8,104,0,627,9,483,0,0,0,1,811,0,983,0,149,0,259206,777927,5,0,257302394838,Low (3),50
"wbd::gpu::pyramid::createFirstPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",116688477,1804402,121,407,1,16,16,1,19,0,0,,,56940776759,1422155912,0,0,56940776759,695071370,0,120700070,32013172,87827351,37939448526,87824279,56937620923,Mid (5),0,0,3,999,0,0,0,0,0,0,0,0,100,2443138,3121440,Low (2),Low (1),Low (1),2079805,Idle,Mid (5),0,Mid (4),3121267,0,0,0,0,0,0,827,0,2,622,2662863,7140482,99,763,17514748,99,959,99,782,2,621,222,918,0,60,001,0,94,203,0,0,0,0,0,968579792,0,0,Idle,401909084,34735226,514329968,369832706,80425715,17514748,333093014,0,35,44,0,50,0,3218394,3121440,58709395112,56940776759,0,91209,58715524367,56940886210,3,574,0,Low (1),Low (2),0,16,553,12,339,19,486,16,238,0,042,49,249,0,0,0,2,34,0,1,0,207,0,3121446,3218730,5,0,44567307220,Low (1),54,846
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",118495183,447164,61,204,1,16,16,1,10,0,0,,,55321457059,6241920,0,0,55321457059,0,6241920,0,0,3643640,110628875299,3641592,55359815651,High (8),0,0,3,999,0,0,0,0,0,0,0,0,100,780240,780240,Low (1),Low (1),Low (1),1560282,Idle,Low (1),0,Low (1),780781,0,0,0,0,0,0,868,0,0,423,690888,1958688,99,282,197112,100,99,983,0,423,36,58,0,10,586,0,97,304,0,0,0,0,0,6241920,0,0,Idle,3185664,9362880,56694912,6241920,3643640,197112,31662528,0,18,92,0,50,0,1925682,780240,136536878489,55321457059,0,354515,136539785518,55321882478,0,525,0,Low (1),Mid (4),0,0,281,67,748,15,534,0,45,0,091,5,884,0,0,0,0,186,10,085,0,024,0,780246,1925723,5,0,55321457059,Low (1),42,147
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",118944395,111071,31,102,1,16,16,1,10,0,0,,,54861003589,1559040,0,0,54861003589,0,1559040,0,0,918096,119689211063,916296,54795692870,High (8),0,0,4,0,0,0,0,0,0,0,0,100,194880,194880,Low (1),Low (1),Low (1),425166,Idle,Low (1),0,Low (1),194648,0,0,0,0,0,0,86,0,0,43,174264,490944,97,12,49656,100,100,0,37,36,223,0,9,253,0,97,341,0,002,0,0,0,0,1559040,0,0,Idle,809472,2338560,14270976,1559040,918096,49656,8004864,0,18,8,0,50,0,479043,194880,134856217890,54861003589,0,1407558,135362657470,54862692659,0,464,0,Low (1),Mid (4),0,0,278,67,796,14,778,0,677,0,352,6,123,0,0,0,0,202,10,045,0,027,0,194886,480842,5,0,54861003589,Low (1),42,192
"wbd::gpu::pyramid::createPyramidFromPyramid(float*, float*, __int64, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)",119057482,28448,16,51,1,16,16,1,10,0,0,,,51365723156,388800,0,0,51365723156,0,388800,0,0,234071,102677544010,232023,52756613931,High (7),0,0,4,0,0,0,0,0,0,0,0,100,48600,48600,Low (1),Low (1),Low (1),97149,Idle,Low (1),0,Low (1),49916,0,0,0,0,0,0,819,0,0,434,44337,123312,89,418,12603,100,100,0,449,35,543,0,11,232,0,97,382,0,009,0,0,0,0,388800,0,0,Idle,208896,583200,3615168,388800,234071,12603,2045472,0,18,137,0,48,333,0,118710,48600,125465534894,51365723156,0,5284539,125291145093,51372064603,0,595,0,Low (1),Low (3),0,0,252,69,429,12,035,1,468,1,494,5,871,0,0,0,0,269,9,403,0,032,0,48606,118545,5,0,51365723156,Low (1),42,314
"memset (0)",119087850,2912,,,,,,,,,,4,1373626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",119092906,7197385,181,407,1,16,16,1,24,16,3072,,,1648839,423320188,0,0,9412276,67970084,287380020,0,0,217121726,14211503222,217109296,154394187,Low (1),3742514,0,3,092,0,0,69617853368,3602093,72331777907,0,0,0,17,518,105179379,1948,Low (1),Mid (4),Low (1),2941266,Idle,Low (2),0,Low (3),31954,0,0,0,0,0,0,621,546,1,614,48720978,127190720,97,133,25893381,96,795,43,451,1,65,368,396,4,333,40,11,3,296,42,459,0,0,0,2,09,0,669889048,0,15,399,Low (1),98004187,545493834,841816198,186268152,211068585,25893381,587471811,0,93,263,0,88,045,0,41432864,1949,200193821381,9417108,0,24158,201450756473,12011765,2,437,1092,Low (1),Low (3),2638143,1,18,44,01,28,862,3,25,0,008,10,877,10,012,0,002,0,2,198,0,005,0,776,0,2486,41693004,5,0,508201938745,Mid (4),87,171
"Memcpy DtoH [sync]",126291827,1568,,,,,,,,,,4,2551020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Memcpy DtoH [sync]",126356402,2560,,,,,,,,,,10920,4265625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
