Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Requested Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision),Global Load Throughput(bytes/sec),Floating Point Operations(Double Precision Mul),Global Store Throughput(bytes/sec),Floating Point Operations(Single Precision FMA),Floating Point Operations(Single Precision Add),Floating Point Operations(Single Precision Special),Floating Point Operation(Single Precision Mul),Instructions Issued,Device Memory Read Throughput(bytes/sec),Instructions Executed,Device Memory Write Throughput(bytes/sec),Device Memory Utilization,Shared Store Transactions,Local Memory Load Throughput(bytes/sec),Global Store Transactions Per Request,Local Memory Store Throughput(bytes/sec),Local Load Transactions,Shared Memory Load Throughput(bytes/sec),Shared Load Transactions,Shared Memory Store Throughput(bytes/sec),Global Load Transactions,Global Memory Load Efficiency(%),Local Store Transactions,Global Memory Store Efficiency(%),Texture Cache Transactions,Global Store Transactions,Control-Flow Function Unit Utilization,Texture Function Unit Utilization,Load/Store Function Unit Utilization,Device Memory Read Transactions,Double-Precision Function Unit Utilization,Special Function Unit Utilization,Global Hit Rate(%),Single-Precision Function Unit Utilization,Device Memory Write Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Double Precision Add),Requested Global Load Throughput(bytes/sec),Local Hit Rate(%),Floating Point Operations(Double Precison FMA),Achieved Occupancy,Atomic Transactions,Executed IPC,Executed Load/Store Instructions,Issued Load/Store Instructions,Multiprocessor Activity(%),Executed Control-Flow Instructions,Branch Efficiency(%),Warp Execution Efficiency(%),Issued IPC,Instructions per warp,Atomic Transactions Per Request,Issue Slot Utilization(%),Shared Memory Load Transactions Per Request,Warp Non-Predicated Execution Efficiency(%),Instruction Replay Overhead,Local Memory Store Transactions Per Request,Global Load Transactions Per Request,Shared Memory Store Transactions Per Request,Local Memory Load Transactions Per Request,FP Instructions(Single),FP Instructions(Double),Shared Memory Efficiency(%),Shared Memory Utilization,Control-Flow Instructions,Load/Store Instructions,Integer Instructions,Bit-Convert Instructions,Issue Slots,Issued Control-Flow Instructions,Misc Instructions,Inter-Thread Instructions,L2 Hit Rate (Texture Reads)(%),FLOP Efficiency(Peak Double)(%),L2 Hit Rate (Texture Writes)(%),Local Memory Overhead(%),L2 Transactions (Texture Reads),L2 Transactions (Texture Writes),L2 Throughput (Texture Reads)(bytes/sec),L2 Throughput (Texture Writes)(bytes/sec),System Memory Read Throughput(bytes/sec),System Memory Write Throughput(bytes/sec),L2 Throughput (Reads)(bytes/sec),L2 Throughput (Writes)(bytes/sec),Eligible Warps Per Active Cycle,L2 Transactions (Atomic requests),System Memory Utilization,L2 Cache Utilization,L2 Throughput (Atomic requests)(bytes/sec),FLOP Efficiency(Peak Single)(%),Issue Stall Reasons (Data Request)(%),Issue Stall Reasons (Execution Dependency)(%),Issue Stall Reasons (Instructions Fetch)(%),Issue Stall Reasons (Immediate constant)(%),Issue Stall Reasons (Other)(%),Issue Stall Reasons (Synchronization)(%),Issue Stall Reasons (Texture)(%),System Memory Read Transactions,Issue Stall Reasons (Not Selected)(%),Issue Stall Reasons (Memory Throttle)(%),Issue Stall Reasons (Pipe Busy)(%),ECC Transactions,L2 Write Transactions,L2 Read Transactions,System Memory Write Transactions,ECC Throughput(bytes/sec)
"wbd::gpu::detection::atomicshared::detect(__int64, __int64, unsigned int, unsigned int, wbd::Detection*, unsigned int*)",140266687,7228357,181,407,1,16,16,1,24,16,3072,1641470,423320682,0,0,9360592,67970160,287380362,0,0,217136084,13538707597,217114050,137474690,Low (1),3742494,0,3,062,0,0,69305599490,3602034,72008146024,0,0,0,17,536,105181899,1946,Low (1),Mid (4),Low (1),2814600,Idle,Low (2),0,Low (3),28580,0,0,0,0,0,0,608,546,1,635,48720282,127179626,96,918,25891184,96,795,43,449,1,631,368,4,4,333,39,635,3,296,42,46,0,0,0,2,09,0,669879321,0,15,399,Low (1),98004520,545496464,841807357,186265229,211082526,25891184,587473469,0,93,633,0,89,52,0,41341573,1937,198860039954,9317301,0,24050,198857673350,12015807,2,401,1092,Low (1),Mid (4),2626353,1,2,44,091,28,924,3,257,0,008,10,839,9,916,0,002,0,2,179,0,005,0,78,0,2498,41341081,5,0
