0;0;0.010304; 0.141184; 2.22854
0;46.8001;0.010464; 0.141344; 0.098272
0;46.8001;0.010176; 0.141536; 0.098272
0;46.8001;0.010208; 0.142112; 0.097792
0;46.8001;0.010368; 0.141632; 0.097888
0;46.8001;0.010272; 0.141888; 0.098048
0;46.8001;0.010272; 0.1416; 0.097984
0;46.8001;0.010208; 0.1416; 0.09824
0;31.2001;0.010304; 0.14208; 0.09808
0;46.8001;0.010272; 0.141632; 0.097984
0;31.2;0.010144; 0.141344; 0.097664
0;46.8001;0.010272; 0.14224; 0.098144
0;31.2;0.01024; 0.141184; 0.097856
0;46.8;0.010176; 0.140992; 0.098272
0;46.8001;0.01008; 0.141088; 0.097952
0;46.8;0.01024; 0.140512; 0.098144
0;46.8001;0.010368; 0.140992; 0.097856
0;46.8;0.010208; 0.141312; 0.09824
0;46.8001;0.010304; 0.14096; 0.097888
0;46.8001;0.010368; 0.14512; 0.099488
0;46.8001;0.010144; 0.141504; 0.097952
0;46.8001;0.01024; 0.141152; 0.098336
0;46.8001;0.010336; 0.14112; 0.09808
0;46.8001;0.010336; 0.141984; 0.09824
0;46.8001;0.010272; 0.142272; 0.09792
0;46.8001;0.010112; 0.141792; 0.097984
0;46.8001;0.010272; 0.140768; 0.098272
0;46.8001;0.01024; 0.14128; 0.0984
0;46.8001;0.010304; 0.141344; 0.097984
0;31.2001;0.010336; 0.14112; 0.097568
0;46.8001;0.010208; 0.142432; 0.097952
0;31.2;0.01024; 0.142304; 0.09792
0;46.8001;0.01024; 0.14096; 0.098656
0;31.2;0.01024; 0.141312; 0.098176
0;46.8;0.010176; 0.141152; 0.097824
0;31.2;0.01024; 0.14208; 0.098176
0;46.8;0.0104; 0.14128; 0.098464
0;31.2;0.010272; 0.141632; 0.097984
0;46.8;0.010528; 0.1416; 0.097504
0;31.2;0.010208; 0.141632; 0.098368
0;46.8001;0.010272; 0.14208; 0.09776
0;31.2;0.010208; 0.141536; 0.098304
0;46.8001;0.010176; 0.144736; 0.09856
0;31.2001;0.010272; 0.141376; 0.097856
0;46.8001;0.010304; 0.142016; 0.098368
0;31.2001;0.010176; 0.14096; 0.097792
0;46.8001;0.010496; 0.141568; 0.097952
0;31.2001;0.01024; 0.14192; 0.098016
0;46.8001;0.010368; 0.141056; 0.097856
0;31.2001;0.010336; 0.141472; 0.097984
0;46.8001;0.010176; 0.141088; 0.098144
0;31.2001;0.010272; 0.14096; 0.098272
0;46.8001;0.010176; 0.1416; 0.098368
0;31.2001;0.010304; 0.141248; 0.097856
0;46.8001;0.010336; 0.142176; 0.098688
0;46.8;0.010208; 0.1408; 0.098656
0;46.8001;0.010304; 0.141216; 0.09824
0;46.8;0.010144; 0.141664; 0.097824
0;46.8001;0.01024; 0.141472; 0.097984
0;46.8;0.010176; 0.14144; 0.098496
0;46.8;0.010112; 0.140992; 0.09808
0;46.8001;0.010208; 0.144576; 0.098848
0;46.8;0.01024; 0.141056; 0.097952
0;31.2;0.010176; 0.141696; 0.098368
