init;0.067

frame;preprocessing;pyramid gen.;detection
0;0.988672;28.5292;94.5161
1;0.572928;28.8635;91.0918
2;0.526208;28.5344;92.3103
3;0.587104;28.7719;87.3949
4;0.581376;28.3656;87.6241
5;0.607104;28.6495;90.4708
6;0.579168;28.7707;89.2457
7;0.572704;28.4174;91.6823
8;0.584544;28.735;88.1211
9;0.59248;28.8444;90.7448
10;0.559616;28.5197;89.1702
11;0.57424;28.6176;93.2554
12;0.602816;28.5328;91.1889
13;0.586592;28.7787;91.7105
14;0.569792;28.4714;91.6846
15;0.404864;28.695;91.2421
16;0.416256;28.5324;94.4393
17;0.441664;28.735;92.6245
18;0.434368;28.4547;92.6372
19;0.422208;28.6357;92.1535
20;0.409792;28.4154;97.4158
21;0.410592;28.7919;94.706
22;0.427104;28.6208;88.6537
23;0.406656;28.6337;90.2414
24;0.420736;28.4143;91.672
25;0.42992;28.7633;91.5472
26;0.430304;28.4329;90.8929
27;0.404768;28.6086;89.707
28;0.427968;28.6724;90.1881
29;0.432128;28.6395;92.0578
30;0.430272;28.6412;89.4639
31;0.412064;28.3808;90.9662
32;0.415296;28.5646;91.852
33;0.419936;28.4941;90.7201
34;0.433536;28.7016;91.5615
35;0.407744;28.6788;90.5665
36;0.433504;28.5075;91.9505
37;0.436096;28.7032;90.6451
38;0.431776;28.4245;94.42
39;0.431296;28.6318;90.9031
40;0.418816;28.6067;90.1911
41;0.420416;28.7063;91.4979
42;0.453984;28.5171;96.5685
43;0.432224;28.6328;94.8202
44;0.423424;28.5393;91.6524
45;0.430816;28.6696;94.8934
46;0.44;28.6369;93.8497
47;0.42816;28.4282;92.7418
48;0.444;28.6892;93.438
49;0.429408;28.3584;92.9121
50;0.4432;28.7017;94.7291
