init;0.124

frame;preprocessing;pyramid gen.;detection
0;0.023392;2.12704;4.71898
1;0.020928;2.08419;3.85821
2;0.020896;2.07507;4.64976
3;0.02656;2.09069;4.78557
4;0.0208;2.08522;4.07587
5;0.020864;2.08931;4.81011
6;0.020896;2.09283;4.27158
7;0.02096;2.09274;4.75027
8;0.021024;2.09869;3.95242
9;0.020736;2.08083;4.73747
10;0.020832;2.09117;4.83702
11;0.02096;2.07744;4.80262
12;0.021024;2.07578;4.86554
13;0.02096;2.068;5.17216
14;0.020864;2.1015;5.10227
15;0.020928;2.07952;4.51498
16;0.021024;2.08173;4.8207
17;0.0208;2.12653;4.47398
18;0.020864;2.0777;4.7969
19;0.0208;2.10886;5.17498
20;0.021024;2.09206;5.18102
21;0.020896;2.11843;5.09322
22;0.0208;2.08512;4.12368
23;0.0208;2.11533;3.82323
24;0.020832;2.09034;4.28675
25;0.0208;2.0905;4.14781
26;0.021024;2.08586;4.07731
27;0.020928;2.0871;4.0175
28;0.0208;2.08742;4.18275
29;0.020736;2.08944;4.48682
30;0.021024;2.12442;4.05184
31;0.020896;2.08208;3.90259
32;0.020768;2.07859;3.85965
33;0.020896;2.0871;4.51824
34;0.021024;2.08211;3.98166
35;0.020736;2.08602;4.05299
36;0.020896;2.08784;4.85821
37;0.020864;2.07418;3.88973
38;0.020992;2.10013;3.90739
39;0.02096;2.1184;4.95715
40;0.0208;2.09638;4.10515
41;0.020864;2.07715;4.25197
42;0.0208;2.09338;5.53757
43;0.020928;2.07728;5.61242
44;0.020992;2.08701;5.45674
45;0.0208;2.07488;4.16195
46;0.020864;2.07507;5.35581
47;0.020896;2.07725;4.87725
48;0.020992;2.08902;4.46829
49;0.020864;2.07923;4.02877
50;0.020864;2.0873;4.07158
