init;0.057

frame;preprocessing;pyramid gen.;detection
0;3.66861;110.731;1696.54
1;3.65069;110.929;1702.25
2;3.63789;111.333;1696.31
3;3.64573;111.142;1712.8
4;3.66326;110.873;1703.8
5;3.64298;111.242;1702.73
6;3.64595;111.046;1706.8
7;3.66438;110.91;1710.66
8;3.66285;110.842;1707.04
9;3.64045;111.321;1698.47
10;3.64989;110.853;1713.75
11;3.63446;111.042;1712.81
12;3.63747;110.931;1715.14
13;3.6383;111.198;1719.93
14;3.63907;111.242;1719.95
15;3.65978;110.88;1725.49
16;3.6568;110.905;1716.91
17;3.63795;111.025;1720.4
18;3.66445;110.889;1715.98
19;3.63443;111.056;1731.11
20;3.63632;110.964;1730.71
21;3.65453;110.996;1730.74
22;3.65354;110.794;1624.08
23;3.66182;111.021;1619.06
24;3.63696;110.94;1622.06
25;3.63696;110.884;1626.03
26;3.6449;110.911;1617.11
27;3.63251;110.922;1616.09
28;3.656;110.795;1614.49
29;3.63917;111.045;1611.83
30;3.63958;110.999;1615.83
31;3.63939;111.149;1616.81
32;3.6343;110.977;1617.33
33;3.64042;111.295;1619.59
34;3.63882;110.848;1622.33
35;3.66227;111.002;1616.21
36;3.63738;111.152;1617.92
37;3.65872;110.988;1619.69
38;3.63763;111.023;1616.03
39;3.6433;111.086;1617.11
40;3.63616;110.996;1616.83
41;3.64035;111.157;1632.08
42;3.65853;110.798;1627.54
43;3.65658;110.834;1629.5
44;3.63904;111.039;1631.01
45;3.63648;111.079;1637.87
46;3.63622;110.952;1634.84
47;3.63821;111.162;1635.43
48;3.63914;110.977;1635.95
49;3.64493;111.172;1636.52
50;3.64006;111.08;1637.93
