init;0.059

frame;preprocessing;pyramid gen.;detection
0;2.32189;171.855;518.288
1;2.3072;171.793;563.305
2;2.30176;171.65;571.942
3;2.32909;171.947;586.13
4;2.32858;171.738;581.935
5;2.28912;171.674;571.706
6;2.32874;171.652;579.294
7;2.30419;171.809;588.693
8;2.29363;171.749;581.922
9;2.30582;171.655;578.163
10;2.30602;171.735;576.301
11;2.28976;171.688;576.204
12;2.29706;171.82;585.467
13;2.29152;171.963;585.94
14;2.32576;171.742;586.907
15;2.30848;171.835;590.791
16;2.29341;171.606;592.17
17;2.28595;171.65;589.07
18;2.28259;171.615;580.467
19;2.29702;171.782;583.351
20;2.29274;171.722;585.76
21;2.34992;171.517;590.057
22;2.2889;171.821;552.472
23;2.28803;171.848;541.121
24;2.3032;171.62;539.942
25;2.27091;171.711;549.112
26;2.31853;171.644;547.538
27;2.32454;171.597;544.511
28;2.31914;171.743;540.77
29;2.28218;171.591;538.12
30;2.29405;171.815;541.376
31;2.3111;171.732;539.007
32;2.2935;171.72;541.317
33;2.31315;171.684;544.815
34;2.31773;171.674;544.855
35;2.31421;171.626;547.392
36;2.28365;171.699;543.836
37;2.27754;171.858;543.898
38;2.2857;171.728;545.127
39;2.32586;171.641;542.823
40;2.3129;171.569;544.478
41;2.27264;171.645;551.146
42;2.30547;171.664;551.228
43;2.28701;171.6;551.274
44;2.30944;171.559;553.664
45;2.29635;171.519;552.226
46;2.28515;171.72;553.163
47;2.28755;171.793;552.916
48;2.30352;171.735;551.66
49;2.29843;171.796;558.731
50;2.30701;171.557;554.905
