init;0.067

frame;preprocessing;pyramid gen.;detection
0;0.527584;26.6088;86.3295
1;0.51936;26.5709;83.3341
2;0.49808;26.655;83.0396
3;0.508288;26.8894;81.8716
4;0.518656;26.618;82.6119
5;0.50848;26.3908;82.6832
6;0.526112;26.4153;83.2106
7;0.518208;26.6167;83.7158
8;0.509024;26.7248;83.1554
9;0.545952;26.8867;83.5182
10;0.509984;26.8293;85.0242
11;0.362464;26.6978;83.6828
12;0.363744;26.5365;86.118
13;0.361408;26.6258;85.3723
14;0.363936;26.6406;85.418
15;0.368352;26.5291;84.5526
16;0.35632;26.2626;85.7353
17;0.365376;26.3302;85.1766
18;0.36288;26.3688;85.953
19;0.364032;26.3221;85.1545
20;0.364416;26.4355;86.3833
21;0.355648;26.3726;85.196
22;0.359872;26.5385;80.9498
23;0.364992;26.9098;83.8078
24;0.3712;26.6844;83.7813
25;0.357248;26.6803;83.8272
26;0.355936;26.5172;83.8644
27;0.3656;26.3957;83.2709
28;0.370176;26.2668;82.7527
29;0.382944;26.6327;83.2448
30;0.364544;26.7039;81.7502
31;0.363104;26.5746;82.113
32;0.363008;26.3679;83.0774
33;0.375904;26.3152;81.8444
34;0.356064;26.7513;82.5819
35;0.364384;26.6561;83.3401
36;0.36336;26.7438;82.4748
37;0.358112;26.4757;83.6863
38;0.362848;26.348;84.015
39;0.363744;26.4024;83.166
40;0.36416;26.7199;82.4336
41;0.364512;26.8551;84.3936
42;0.376992;26.638;86.1026
43;0.356576;26.6625;86.1515
44;0.364032;26.6849;84.7266
45;0.363648;26.8266;84.9853
46;0.363872;26.8295;85.5343
47;0.375808;26.6367;85.4044
48;0.363232;26.6868;84.5278
49;0.355904;26.6834;84.5758
50;0.365152;26.5819;84.2228
