init;0.046

frame;preprocessing;pyramid gen.;detection
0;0.120448;9.1841;86.9797
1;0.118816;9.16454;90.5744
2;0.118752;9.17603;88.7492
3;0.118272;9.17392;90.8949
4;0.118368;9.17155;89.4998
5;0.118112;9.16262;91.7515
6;0.118528;9.1648;89.9802
7;0.117952;9.17398;89.9124
8;0.118432;9.17037;92.3096
9;0.124192;9.17917;88.5534
10;0.118912;9.17328;90.4374
11;0.11904;9.17309;93.6858
12;0.118304;9.16349;91.0974
13;0.118144;9.18211;93.2015
14;0.118624;9.17888;90.1579
15;0.117888;9.17126;92.235
16;0.118112;9.16602;93.3462
17;0.118848;9.17165;94.0214
18;0.117792;9.17619;92.4258
19;0.117792;9.16826;90.293
20;0.117792;9.16864;91.6868
21;0.11856;9.24499;91.9899
22;0.11856;9.16659;88.9427
23;0.118624;9.17376;88.4557
24;0.118688;9.16902;90.7707
25;0.118048;9.18029;86.5871
26;0.11776;9.17155;85.7518
27;0.117888;9.17098;85.8473
28;0.119552;9.16288;88.2465
29;0.118464;9.17053;84.6918
30;0.118272;9.16314;86.6265
31;0.118304;9.16723;87.6469
32;0.118464;9.1824;86.2419
33;0.118272;9.17846;87.9598
34;0.118144;9.16397;88.1245
35;0.118496;9.16874;85.8605
36;0.118048;9.16595;84.3124
37;0.118528;9.16995;85.2223
38;0.118176;9.16656;84.1545
39;0.118208;9.16371;84.3525
40;0.11872;9.16525;83.4094
41;0.118496;9.17018;85.6695
42;0.11808;9.17322;86.6147
43;0.117952;9.17126;87.9659
44;0.118016;9.17085;86.2963
45;0.118432;9.16634;89.1713
46;0.118176;9.17114;89.3882
47;0.118464;9.16979;87.6144
48;0.117472;9.17706;87.6855
49;0.117984;9.17466;85.2111
50;0.11824;9.16746;88.4092
